cmte,app,memno,cid,aid,exp,job,init_score,top_bottom,consensus,any_bottom,rank_pct,discussed,panelist,exp_med,exp_low,exp_none,deviated,dev_sd_i,deviation,score
04,28,18,04_18,04_28,none,panelist,NA,NA,4.3,FALSE,0.9333333333333333,TRUE,1,0,0,1,0,0.3,0,4.3
04,34,01,04_01,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,1,0.3,0.1,4.2
04,34,02,04_02,04_34,low,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,1,0,0,0.3,0,4.1
04,34,03,04_03,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,34,04,04_04,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,1,0.3,-0.5,3.6
04,34,05,04_05,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,34,06,04_06,04_34,med,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,1,0,0,0,0.3,0,4.1
04,34,07,04_07,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,34,08,04_08,04_34,low,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,1,0,0,0.3,0,4.1
04,34,09,04_09,04_34,med,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,1,0,0,0,0.3,0,4.1
04,34,10,04_10,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,1,0.3,0.3,4.4
04,34,11,04_11,04_34,low,reviewer,4.1,top,4.1,FALSE,0.8,TRUE,0,0,1,0,0,0.15,0,4.1
04,34,12,04_12,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,34,13,04_13,04_34,high,reviewer,4.3,top,4.1,FALSE,0.8,TRUE,0,0,0,0,1,0.15,0.1,4.2
04,34,14,04_14,04_34,med,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,1,0,0,0,0.3,0,4.1
04,34,15,04_15,04_34,low,reviewer,4,top,4.1,FALSE,0.8,TRUE,0,0,1,0,0,0.15,0,4.1
04,34,16,04_16,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,34,17,04_17,04_34,none,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,34,18,04_18,04_34,med,panelist,NA,NA,4.1,FALSE,0.8,TRUE,1,1,0,0,0,0.3,0,4.1
04,36,01,04_01,04_36,none,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,1,1,0.3,-0.1,3.8
04,36,02,04_02,04_36,low,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,1,0,0,0.3,0,3.9
04,36,03,04_03,04_36,low,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,1,0,0,0.3,0,3.9
04,36,04,04_04,04_36,low,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,1,0,1,0.3,-0.1,3.8
04,36,05,04_05,04_36,high,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,0,1,0.3,0.4,4.3
04,36,06,04_06,04_36,med,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,1,0,0,0,0.3,0,3.9
04,36,07,04_07,04_36,med,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,1,0,0,1,0.3,0.2,4.1
04,36,08,04_08,04_36,none,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,1,0,0.3,0,3.9
04,36,09,04_09,04_36,med,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,1,0,0,1,0.3,0.4,4.3
04,36,10,04_10,04_36,none,reviewer,3.3,top,3.9,FALSE,0.6,TRUE,0,0,0,1,0,0.15,0,3.9
04,36,11,04_11,04_36,med,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,1,0,0,1,0.3,-0.4,3.5
04,36,12,04_12,04_36,none,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,1,1,0.3,0.1,4
04,36,13,04_13,04_36,none,reviewer,4.1,top,3.9,FALSE,0.6,TRUE,0,0,0,1,1,0.15,0.2,4.1
04,36,14,04_14,04_36,med,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,1,0,0,0,0.3,0,3.9
04,36,15,04_15,04_36,none,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,1,1,0.3,-0.1,3.8
04,36,16,04_16,04_36,med,reviewer,4.3,top,3.9,FALSE,0.6,TRUE,0,1,0,0,1,0.15,0.1,4
04,36,17,04_17,04_36,none,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,1,1,0.3,0.3,4.2
04,36,18,04_18,04_36,none,panelist,NA,NA,3.9,FALSE,0.6,TRUE,1,0,0,1,0,0.3,0,3.9
04,43,01,04_01,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,0,0.3,0,4.4
04,43,02,04_02,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,1,0.3,-0.5,3.9
04,43,03,04_03,04_43,low,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,1,0,1,0.3,0.4,4.8
04,43,04,04_04,04_43,med,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,1,0,0,0,0.3,0,4.4
04,43,05,04_05,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,1,0.3,-0.1,4.3
04,43,06,04_06,04_43,med,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,1,0,0,1,0.3,0.2,4.6
04,43,07,04_07,04_43,med,reviewer,4.3,top,4.4,FALSE,0.9777777777777777,TRUE,0,1,0,0,0,0.15,0,4.4
04,43,08,04_08,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,0,0.3,0,4.4
04,43,09,04_09,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,1,0.3,0.1,4.5
04,43,10,04_10,04_43,med,reviewer,4.4,top,4.4,FALSE,0.9777777777777777,TRUE,0,1,0,0,0,0.15,0,4.4
04,43,11,04_11,04_43,med,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,1,0,0,1,0.3,0.1,4.5
04,43,12,04_12,04_43,low,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,1,0,0,0.3,0,4.4
04,43,13,04_13,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,0,0.3,0,4.4
04,43,14,04_14,04_43,none,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,1,0,0.3,0,4.4
04,43,15,04_15,04_43,low,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,1,0,0,0.3,0,4.4
04,43,16,04_16,04_43,med,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,1,0,0,1,0.3,0.3,4.7
04,43,17,04_17,04_43,high,panelist,NA,NA,4.4,FALSE,0.9777777777777777,TRUE,1,0,0,0,1,0.3,0.3,4.7
04,43,18,04_18,04_43,med,reviewer,4.4,top,4.4,FALSE,0.9777777777777777,TRUE,0,1,0,0,0,0.15,0,4.4
04,46,01,04_01,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,1,0.3,-0.1,4
04,46,02,04_02,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,46,03,04_03,04_46,med,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,1,0,0,1,0.3,-0.1,4
04,46,04,04_04,04_46,med,reviewer,4.3,top,4.1,TRUE,0.8,TRUE,0,1,0,0,0,0.15,0,4.1
04,46,05,04_05,04_46,med,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,4.1
04,46,06,04_06,04_46,low,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,4.1
04,46,07,04_07,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,1,0.3,0.2,4.3
04,46,08,04_08,04_46,low,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,1,0,1,0.3,-0.4,3.7
04,46,09,04_09,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,46,10,04_10,04_46,high,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,0,1,0.3,0.3,4.4
04,46,11,04_11,04_46,low,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,4.1
04,46,12,04_12,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,46,13,04_13,04_46,med,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,4.1
04,46,14,04_14,04_46,med,reviewer,3.8,bottom,4.1,TRUE,0.8,TRUE,0,1,0,0,1,0.15,0.2,4.3
04,46,15,04_15,04_46,med,reviewer,4.1,bottom,4.1,TRUE,0.8,TRUE,0,1,0,0,1,0.15,-0.2,3.9
04,46,16,04_16,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
04,46,17,04_17,04_46,med,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,1,0,0,1,0.3,-0.2,3.9
04,46,18,04_18,04_46,none,panelist,NA,NA,4.1,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,4.1
05,4,01,05_01,05_4,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,1,0.3,0.3,4.2
05,4,02,05_02,05_4,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,0,0.3,0,3.9
05,4,03,05_03,05_4,high,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,0,0,0.3,0,3.9
05,4,04,05_04,05_4,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,1,0.3,0.2,4.1
05,4,05,05_05,05_4,med,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,1,0,0,0,0.3,0,3.9
05,4,06,05_06,05_4,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,4,07,05_07,05_4,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,0,0.3,0,3.9
05,4,08,05_08,05_4,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,1,0.3,0.4,4.3
05,4,09,05_09,05_4,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,1,0.3,0.1,4
05,4,10,05_10,05_4,med,reviewer,3.5,bottom,3.9,TRUE,0.6176470588235294,TRUE,0,1,0,0,1,0.15,0.1,4
05,4,11,05_11,05_4,high,reviewer,4,top,3.9,TRUE,0.6176470588235294,TRUE,0,0,0,0,0,0.15,0,3.9
05,4,12,05_12,05_4,high,reviewer,4.3,top,3.9,TRUE,0.6176470588235294,TRUE,0,0,0,0,0,0.15,0,3.9
05,4,13,05_13,05_4,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,4,14,05_14,05_4,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,1,0.3,-0.1,3.8
05,4,15,05_15,05_4,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,5,01,05_01,05_5,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,0,0.3,0,3.9
05,5,02,05_02,05_5,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,1,0.3,0.4,4.3
05,5,03,05_03,05_5,med,reviewer,4.3,top,3.9,TRUE,0.6176470588235294,TRUE,0,1,0,0,0,0.15,0,3.9
05,5,04,05_04,05_5,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,1,0.3,0.2,4.1
05,5,05,05_05,05_5,med,reviewer,2.8,bottom,3.9,TRUE,0.6176470588235294,TRUE,0,1,0,0,0,0.15,0,3.9
05,5,06,05_06,05_5,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,5,07,05_07,05_5,med,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,1,0,0,0,0.3,0,3.9
05,5,08,05_08,05_5,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,1,0.3,0.3,4.2
05,5,09,05_09,05_5,med,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,1,0,0,0,0.3,0,3.9
05,5,10,05_10,05_5,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,0,0.3,0,3.9
05,5,11,05_11,05_5,none,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,0,1,0,0.3,0,3.9
05,5,12,05_12,05_5,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,5,13,05_13,05_5,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,5,14,05_14,05_5,med,reviewer,4.6,top,3.9,TRUE,0.6176470588235294,TRUE,0,1,0,0,0,0.15,0,3.9
05,5,15,05_15,05_5,low,panelist,NA,NA,3.9,TRUE,0.6176470588235294,TRUE,1,0,1,0,0,0.3,0,3.9
05,6,01,05_01,05_6,none,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,0,1,0,0.3,0,4.5
05,6,02,05_02,05_6,low,reviewer,4.4,top,4.5,FALSE,0.9411764705882353,TRUE,0,0,1,0,1,0.15,0.1,4.6
05,6,03,05_03,05_6,low,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,1,0,0,0.3,0,4.5
05,6,04,05_04,05_6,high,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,0,0,1,0.3,0.2,4.7
05,6,05,05_05,05_6,low,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,1,0,0,0.3,0,4.5
05,6,06,05_06,05_6,low,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,1,0,0,0.3,0,4.5
05,6,07,05_07,05_6,none,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,0,1,0,0.3,0,4.5
05,6,08,05_08,05_6,low,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,1,0,1,0.3,-0.3,4.2
05,6,09,05_09,05_6,none,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,0,1,0,0.3,0,4.5
05,6,10,05_10,05_6,none,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,0,1,0,0.3,0,4.5
05,6,11,05_11,05_6,low,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,1,0,0,0.3,0,4.5
05,6,12,05_12,05_6,none,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,0,0,1,1,0.3,0.2,4.7
05,6,13,05_13,05_6,med,panelist,NA,NA,4.5,FALSE,0.9411764705882353,TRUE,1,1,0,0,1,0.3,-0.1,4.4
05,6,14,05_14,05_6,med,reviewer,4.5,top,4.5,FALSE,0.9411764705882353,TRUE,0,1,0,0,1,0.15,-0.1,4.4
05,6,15,05_15,05_6,low,reviewer,4.5,top,4.5,FALSE,0.9411764705882353,TRUE,0,0,1,0,0,0.15,0,4.5
05,7,01,05_01,05_7,med,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,1,0,0,0,0.3,0,4.6
05,7,02,05_02,05_7,low,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,1,0,0,0.3,0,4.6
05,7,03,05_03,05_7,none,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,0,1,0,0.3,0,4.6
05,7,04,05_04,05_7,none,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,0,1,1,0.3,0.2,4.8
05,7,05,05_05,05_7,high,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,0,0,1,0.3,0.3,4.9
05,7,06,05_06,05_7,low,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,1,0,1,0.3,0.2,4.8
05,7,07,05_07,05_7,med,reviewer,4.6,bottom,4.6,TRUE,0.9705882352941176,TRUE,0,1,0,0,1,0.15,0.2,4.8
05,7,08,05_08,05_7,low,reviewer,4.7,top,4.6,TRUE,0.9705882352941176,TRUE,0,0,1,0,0,0.15,0,4.6
05,7,09,05_09,05_7,none,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,0,1,0,0.3,0,4.6
05,7,10,05_10,05_7,low,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,1,0,0,0.3,0,4.6
05,7,11,05_11,05_7,med,reviewer,4.5,top,4.6,TRUE,0.9705882352941176,TRUE,0,1,0,0,0,0.15,0,4.6
05,7,12,05_12,05_7,none,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,0,1,0,0.3,0,4.6
05,7,13,05_13,05_7,med,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,1,0,0,1,0.3,-0.3,4.3
05,7,14,05_14,05_7,none,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,0,1,0,0.3,0,4.6
05,7,15,05_15,05_7,low,panelist,NA,NA,4.6,TRUE,0.9705882352941176,TRUE,1,0,1,0,1,0.3,0.4,4.9
05,10,01,05_01,05_10,med,reviewer,3.6,bottom,4.3,TRUE,0.8823529411764706,TRUE,0,1,0,0,1,0.15,-0.1,4.2
05,10,02,05_02,05_10,med,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,1,0,0,0,0.3,0,4.3
05,10,03,05_03,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,1,0.3,0.3,4.6
05,10,04,05_04,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,0,0.3,0,4.3
05,10,05,05_05,05_10,high,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,0,0,0.3,0,4.3
05,10,06,05_06,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,0,0.3,0,4.3
05,10,07,05_07,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,0,0.3,0,4.3
05,10,08,05_08,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,0,0.3,0,4.3
05,10,09,05_09,05_10,low,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,1,0,1,0.3,-0.1,4.2
05,10,10,05_10,05_10,low,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,1,0,0,0.3,0,4.3
05,10,11,05_11,05_10,med,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,1,0,0,1,0.3,0.2,4.5
05,10,12,05_12,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,0,0.3,0,4.3
05,10,13,05_13,05_10,high,reviewer,4.9,top,4.3,TRUE,0.8823529411764706,TRUE,0,0,0,0,0,0.15,0,4.3
05,10,14,05_14,05_10,none,panelist,NA,NA,4.3,TRUE,0.8823529411764706,TRUE,1,0,0,1,0,0.3,0,4.3
05,10,15,05_15,05_10,med,reviewer,4.5,top,4.3,TRUE,0.8823529411764706,TRUE,0,1,0,0,1,0.15,-0.1,4.2
05,13,01,05_01,05_13,low,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,1,0,0,0.3,0,4.2
05,13,02,05_02,05_13,low,reviewer,4.1,top,4.2,FALSE,0.8235294117647058,TRUE,0,0,1,0,0,0.15,0,4.2
05,13,03,05_03,05_13,none,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,1,0,0.3,0,4.2
05,13,04,05_04,05_13,none,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,1,0,0.3,0,4.2
05,13,05,05_05,05_13,med,reviewer,4.3,top,4.2,FALSE,0.8235294117647058,TRUE,0,1,0,0,0,0.15,0,4.2
05,13,06,05_06,05_13,low,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,1,0,0,0.3,0,4.2
05,13,07,05_07,05_13,low,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,1,0,1,0.3,-0.2,4
05,13,08,05_08,05_13,med,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,1,0,0,1,0.3,0.4,4.6
05,13,09,05_09,05_13,high,reviewer,4.2,top,4.2,FALSE,0.8235294117647058,TRUE,0,0,0,0,0,0.15,0,4.2
05,13,10,05_10,05_13,none,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,1,0,0.3,0,4.2
05,13,11,05_11,05_13,none,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,1,0,0.3,0,4.2
05,13,12,05_12,05_13,none,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,1,1,0.3,0.3,4.5
05,13,13,05_13,05_13,low,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,1,0,0,0.3,0,4.2
05,13,14,05_14,05_13,high,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,0,1,0.3,-0.1,4.1
05,13,15,05_15,05_13,none,panelist,NA,NA,4.2,FALSE,0.8235294117647058,TRUE,1,0,0,1,0,0.3,0,4.2
05,14,01,05_01,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,0,0.3,0,4.8
05,14,02,05_02,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,0,0.3,0,4.8
05,14,03,05_03,05_14,high,reviewer,4.8,top,4.8,FALSE,1,TRUE,0,0,0,0,0,0.15,0,4.8
05,14,04,05_04,05_14,none,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,0,1,1,0.3,-0.3,4.5
05,14,05,05_05,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,1,0.3,0.4,4.9
05,14,06,05_06,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,0,0.3,0,4.8
05,14,07,05_07,05_14,med,reviewer,4.7,top,4.8,FALSE,1,TRUE,0,1,0,0,1,0.15,0.1,4.9
05,14,08,05_08,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,0,0.3,0,4.8
05,14,09,05_09,05_14,none,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,0,1,0,0.3,0,4.8
05,14,10,05_10,05_14,none,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,0,1,0,0.3,0,4.8
05,14,11,05_11,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,0,0.3,0,4.8
05,14,12,05_12,05_14,none,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,0,1,0,0.3,0,4.8
05,14,13,05_13,05_14,low,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,1,0,0,0.3,0,4.8
05,14,14,05_14,05_14,med,reviewer,4.8,top,4.8,FALSE,1,TRUE,0,1,0,0,0,0.15,0,4.8
05,14,15,05_15,05_14,high,panelist,NA,NA,4.8,FALSE,1,TRUE,1,0,0,0,1,0.3,0.4,4.9
05,16,01,05_01,05_16,low,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,1,0,0,0.3,0,4
05,16,02,05_02,05_16,med,reviewer,3.7,bottom,4,TRUE,0.7352941176470589,TRUE,0,1,0,0,1,0.15,0.1,4.1
05,16,03,05_03,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,16,04,05_04,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,1,0.3,-0.5,3.5
05,16,05,05_05,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,1,0.3,0.1,4.1
05,16,06,05_06,05_16,low,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,1,0,0,0.3,0,4
05,16,07,05_07,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,1,0.3,0.3,4.3
05,16,08,05_08,05_16,low,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,1,0,0,0.3,0,4
05,16,09,05_09,05_16,low,reviewer,4,bottom,4,TRUE,0.7352941176470589,TRUE,0,0,1,0,0,0.15,0,4
05,16,10,05_10,05_16,low,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,1,0,1,0.3,0.3,4.3
05,16,11,05_11,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,16,12,05_12,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,16,13,05_13,05_16,low,reviewer,4.3,top,4,TRUE,0.7352941176470589,TRUE,0,0,1,0,0,0.15,0,4
05,16,14,05_14,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,16,15,05_15,05_16,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,17,01,05_01,05_17,high,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,0,1,0.3,-0.1,3.9
05,17,02,05_02,05_17,low,reviewer,3.9,top,4,TRUE,0.7352941176470589,TRUE,0,0,1,0,0,0.15,0,4
05,17,03,05_03,05_17,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,17,04,05_04,05_17,high,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,0,0,0.3,0,4
05,17,05,05_05,05_17,low,reviewer,4.1,top,4,TRUE,0.7352941176470589,TRUE,0,0,1,0,0,0.15,0,4
05,17,06,05_06,05_17,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,1,0.3,-0.1,3.9
05,17,07,05_07,05_17,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,17,08,05_08,05_17,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,0,0.3,0,4
05,17,09,05_09,05_17,low,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,1,0,1,0.3,0.2,4.2
05,17,10,05_10,05_17,none,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,0,1,1,0.3,-0.1,3.9
05,17,11,05_11,05_17,low,panelist,NA,NA,4,TRUE,0.7352941176470589,TRUE,1,0,1,0,1,0.3,-0.5,3.5
05,17,12,05_12,05_17,high,reviewer,4,bottom,4,TRUE,0.7352941176470589,TRUE,0,0,0,0,0,0.15,0,4
