cmte,app,memno,cid,job,exp,init_score,consensus,panelist,exp_high,exp_low,exp_none,deviated,deviation,score
10,27,11,10_11,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
10,27,12,10_12,panelist,med,NA,4.1,1,0,0,0,1,0.2,4.3
10,27,13,10_13,panelist,low,NA,4.1,1,0,1,0,1,-0.3,3.8
10,27,14,10_14,panelist,none,NA,4.1,1,0,0,1,1,-0.1,4
10,27,15,10_15,panelist,high,NA,4.1,1,1,0,0,0,0,4.1
10,27,16,10_16,panelist,med,NA,4.1,1,0,0,0,1,-0.2,3.9
10,27,17,10_17,panelist,med,NA,4.1,1,0,0,0,1,0.1,4.2
10,27,18,10_18,reviewer,none,4.1,4.1,0,0,0,1,0,0,4.1
10,27,19,10_19,panelist,low,NA,4.1,1,0,1,0,1,-0.1,4
10,27,20,10_20,panelist,none,NA,4.1,1,0,0,1,1,-0.2,3.9
10,27,21,10_21,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
10,27,22,10_22,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
10,27,23,10_23,reviewer,low,4.2,4.1,0,0,1,0,0,0,4.1
10,27,24,10_24,panelist,none,NA,4.1,1,0,0,1,1,-0.3,3.8
10,29,01,10_01,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
10,29,02,10_02,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
10,29,03,10_03,panelist,none,NA,4.3,1,0,0,1,1,-0.1,4.2
10,29,04,10_04,panelist,med,NA,4.3,1,0,0,0,0,0,4.3
10,29,05,10_05,reviewer,none,4.2,4.3,0,0,0,1,1,-0.1,4.2
10,29,06,10_06,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
10,29,07,10_07,panelist,none,NA,4.3,1,0,0,1,1,-0.1,4.2
10,29,08,10_08,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
10,29,09,10_09,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
10,29,10,10_10,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
10,29,11,10_11,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
10,29,12,10_12,panelist,low,NA,4.3,1,0,1,0,1,0.2,4.5
10,29,13,10_13,panelist,med,NA,4.3,1,0,0,0,1,-0.3,4
10,29,14,10_14,panelist,high,NA,4.3,1,1,0,0,0,0,4.3
10,29,15,10_15,reviewer,none,4.2,4.3,0,0,0,1,1,-0.2,4.1
10,29,16,10_16,panelist,high,NA,4.3,1,1,0,0,1,0.1,4.4
10,29,17,10_17,panelist,med,NA,4.3,1,0,0,0,0,0,4.3
10,29,18,10_18,reviewer,none,4.5,4.3,0,0,0,1,1,-0.3,4
10,29,19,10_19,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
10,29,20,10_20,panelist,low,NA,4.3,1,0,1,0,1,-0.4,3.9
10,29,21,10_21,panelist,med,NA,4.3,1,0,0,0,1,-0.2,4.1
10,29,22,10_22,panelist,med,NA,4.3,1,0,0,0,1,-0.2,4.1
10,29,23,10_23,panelist,none,NA,4.3,1,0,0,1,1,0.2,4.5
10,29,24,10_24,panelist,low,NA,4.3,1,0,1,0,1,-0.4,3.9
11,2,01,11_01,panelist,none,NA,4.4,1,0,0,1,0,0,4.4
11,2,02,11_02,panelist,none,NA,4.4,1,0,0,1,0,0,4.4
11,2,03,11_03,panelist,med,NA,4.4,1,0,0,0,0,0,4.4
11,2,04,11_04,panelist,none,NA,4.4,1,0,0,1,0,0,4.4
11,2,05,11_05,panelist,none,NA,4.4,1,0,0,1,0,0,4.4
11,2,06,11_06,panelist,none,NA,4.4,1,0,0,1,0,0,4.4
11,2,07,11_07,reviewer,low,3.9,4.4,0,0,1,0,1,-0.2,4.2
11,2,08,11_08,panelist,none,NA,4.4,1,0,0,1,1,0.2,4.6
11,2,09,11_09,panelist,med,NA,4.4,1,0,0,0,1,-0.1,4.3
11,2,10,11_10,panelist,high,NA,4.4,1,1,0,0,0,0,4.4
11,2,11,11_11,panelist,low,NA,4.4,1,0,1,0,1,-0.2,4.2
11,2,12,11_12,panelist,high,NA,4.4,1,1,0,0,0,0,4.4
11,2,13,11_13,panelist,low,NA,4.4,1,0,1,0,0,0,4.4
11,2,14,11_14,panelist,low,NA,4.4,1,0,1,0,1,-0.1,4.3
11,2,15,11_15,panelist,none,NA,4.4,1,0,0,1,0,0,4.4
11,2,16,11_16,panelist,low,NA,4.4,1,0,1,0,0,0,4.4
11,2,17,11_17,panelist,none,NA,4.4,1,0,0,1,1,-0.1,4.3
11,2,18,11_18,panelist,low,NA,4.4,1,0,1,0,0,0,4.4
11,2,19,11_19,panelist,med,NA,4.4,1,0,0,0,0,0,4.4
11,2,20,11_20,reviewer,none,4.7,4.4,0,0,0,1,1,-0.2,4.2
11,2,21,11_21,reviewer,med,4.5,4.4,0,0,0,0,1,0.1,4.5
11,2,22,11_22,panelist,low,NA,4.4,1,0,1,0,0,0,4.4
11,2,23,11_23,panelist,none,NA,4.4,1,0,0,1,1,-0.1,4.3
11,2,24,11_24,panelist,med,NA,4.4,1,0,0,0,0,0,4.4
11,3,01,11_01,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,3,02,11_02,panelist,med,NA,4.1,1,0,0,0,1,-0.2,3.9
11,3,03,11_03,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,3,04,11_04,panelist,low,NA,4.1,1,0,1,0,1,0.1,4.2
11,3,05,11_05,panelist,low,NA,4.1,1,0,1,0,1,0.3,4.4
11,3,06,11_06,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,3,07,11_07,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,3,08,11_08,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
11,3,09,11_09,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,3,10,11_10,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,3,11,11_11,reviewer,low,4,4.1,0,0,1,0,0,0,4.1
11,3,12,11_12,panelist,high,NA,4.1,1,1,0,0,1,0.3,4.4
11,3,13,11_13,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
11,3,14,11_14,panelist,none,NA,4.1,1,0,0,1,1,0.1,4.2
11,3,15,11_15,panelist,none,NA,4.1,1,0,0,1,1,-0.2,3.9
11,3,16,11_16,panelist,med,NA,4.1,1,0,0,0,1,-0.4,3.7
11,3,17,11_17,panelist,high,NA,4.1,1,1,0,0,0,0,4.1
11,3,18,11_18,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,3,19,11_19,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
11,3,20,11_20,reviewer,none,4.1,4.1,0,0,0,1,0,0,4.1
11,3,21,11_21,reviewer,low,4.1,4.1,0,0,1,0,1,-0.3,3.8
11,3,22,11_22,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,3,23,11_23,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,3,24,11_24,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,4,01,11_01,panelist,med,NA,4,1,0,0,0,1,-0.3,3.7
11,4,02,11_02,panelist,none,NA,4,1,0,0,1,0,0,4
11,4,03,11_03,panelist,none,NA,4,1,0,0,1,1,0.3,4.3
11,4,04,11_04,panelist,none,NA,4,1,0,0,1,0,0,4
11,4,05,11_05,reviewer,low,3.9,4,0,0,1,0,0,0,4
11,4,06,11_06,panelist,none,NA,4,1,0,0,1,0,0,4
11,4,07,11_07,panelist,med,NA,4,1,0,0,0,0,0,4
11,4,08,11_08,panelist,none,NA,4,1,0,0,1,0,0,4
11,4,09,11_09,panelist,low,NA,4,1,0,1,0,0,0,4
11,4,10,11_10,panelist,none,NA,4,1,0,0,1,1,0.1,4.1
11,4,11,11_11,panelist,med,NA,4,1,0,0,0,0,0,4
11,4,12,11_12,panelist,med,NA,4,1,0,0,0,1,0.2,4.2
11,4,13,11_13,panelist,low,NA,4,1,0,1,0,0,0,4
11,4,14,11_14,panelist,high,NA,4,1,1,0,0,0,0,4
11,4,15,11_15,panelist,none,NA,4,1,0,0,1,1,-0.3,3.7
11,4,16,11_16,panelist,low,NA,4,1,0,1,0,1,-0.1,3.9
11,4,17,11_17,panelist,low,NA,4,1,0,1,0,0,0,4
11,4,18,11_18,reviewer,med,4.2,4,0,0,0,0,0,0,4
11,4,19,11_19,reviewer,high,4,4,0,1,0,0,0,0,4
11,4,20,11_20,panelist,none,NA,4,1,0,0,1,0,0,4
11,4,21,11_21,panelist,low,NA,4,1,0,1,0,0,0,4
11,4,22,11_22,panelist,none,NA,4,1,0,0,1,0,0,4
11,4,23,11_23,panelist,none,NA,4,1,0,0,1,1,-0.1,3.9
11,4,24,11_24,panelist,low,NA,4,1,0,1,0,1,0.4,4.4
11,7,01,11_01,panelist,none,NA,3.7,1,0,0,1,1,-0.1,3.6
11,7,02,11_02,panelist,low,NA,3.7,1,0,1,0,1,-0.2,3.5
11,7,03,11_03,panelist,med,NA,3.7,1,0,0,0,1,0.1,3.8
11,7,04,11_04,panelist,med,NA,3.7,1,0,0,0,1,-0.1,3.6
11,7,05,11_05,panelist,none,NA,3.7,1,0,0,1,1,-0.1,3.6
11,7,06,11_06,reviewer,low,3.6,3.7,0,0,1,0,1,0.2,3.9
11,7,07,11_07,reviewer,med,3.7,3.7,0,0,0,0,0,0,3.7
11,7,08,11_08,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,7,09,11_09,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,7,10,11_10,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,7,11,11_11,panelist,none,NA,3.7,1,0,0,1,1,0.1,3.8
11,7,12,11_12,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,7,13,11_13,panelist,high,NA,3.7,1,1,0,0,1,0.2,3.9
11,7,14,11_14,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,7,15,11_15,panelist,high,NA,3.7,1,1,0,0,0,0,3.7
11,7,16,11_16,reviewer,none,3.8,3.7,0,0,0,1,0,0,3.7
11,7,17,11_17,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,7,18,11_18,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,7,19,11_19,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,7,20,11_20,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,7,21,11_21,panelist,none,NA,3.7,1,0,0,1,1,-0.1,3.6
11,7,22,11_22,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,7,23,11_23,panelist,med,NA,3.7,1,0,0,0,1,0.1,3.8
11,7,24,11_24,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
11,8,01,11_01,panelist,none,NA,3.9,1,0,0,1,1,-0.2,3.7
11,8,02,11_02,reviewer,none,4,3.9,0,0,0,1,1,-0.2,3.7
11,8,03,11_03,panelist,low,NA,3.9,1,0,1,0,1,0.3,4.2
11,8,04,11_04,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
11,8,05,11_05,panelist,low,NA,3.9,1,0,1,0,0,0,3.9
11,8,06,11_06,panelist,none,NA,3.9,1,0,0,1,1,0.1,4
11,8,07,11_07,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
11,8,08,11_08,panelist,high,NA,3.9,1,1,0,0,0,0,3.9
11,8,09,11_09,panelist,none,NA,3.9,1,0,0,1,1,0.4,4.3
11,8,10,11_10,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
11,8,11,11_11,panelist,low,NA,3.9,1,0,1,0,0,0,3.9
11,8,12,11_12,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
11,8,13,11_13,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
11,8,14,11_14,panelist,low,NA,3.9,1,0,1,0,1,0.2,4.1
11,8,15,11_15,panelist,med,NA,3.9,1,0,0,0,1,0.2,4.1
11,8,16,11_16,panelist,high,NA,3.9,1,1,0,0,1,0.2,4.1
11,8,17,11_17,reviewer,low,3.8,3.9,0,0,1,0,1,0.4,4.3
11,8,18,11_18,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
11,8,19,11_19,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
11,8,20,11_20,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
11,8,21,11_21,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
11,8,22,11_22,panelist,low,NA,3.9,1,0,1,0,0,0,3.9
11,8,23,11_23,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
11,8,24,11_24,reviewer,low,3.9,3.9,0,0,1,0,1,0.2,4.1
11,9,01,11_01,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,9,02,11_02,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,9,03,11_03,panelist,low,NA,4.1,1,0,1,0,1,0.3,4.4
11,9,04,11_04,panelist,low,NA,4.1,1,0,1,0,1,0.1,4.2
11,9,05,11_05,panelist,low,NA,4.1,1,0,1,0,1,0.2,4.3
11,9,06,11_06,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,9,07,11_07,panelist,none,NA,4.1,1,0,0,1,1,0.2,4.3
11,9,08,11_08,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,9,09,11_09,panelist,low,NA,4.1,1,0,1,0,1,-0.1,4
11,9,10,11_10,panelist,none,NA,4.1,1,0,0,1,1,0.1,4.2
11,9,11,11_11,reviewer,med,4.3,4.1,0,0,0,0,1,-0.2,3.9
11,9,12,11_12,panelist,low,NA,4.1,1,0,1,0,1,0.3,4.4
11,9,13,11_13,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,9,14,11_14,reviewer,none,3.8,4.1,0,0,0,1,1,-0.1,4
11,9,15,11_15,panelist,high,NA,4.1,1,1,0,0,1,-0.1,4
11,9,16,11_16,panelist,high,NA,4.1,1,1,0,0,0,0,4.1
11,9,17,11_17,panelist,none,NA,4.1,1,0,0,1,1,0.4,4.5
11,9,18,11_18,panelist,none,NA,4.1,1,0,0,1,1,0.1,4.2
11,9,19,11_19,panelist,med,NA,4.1,1,0,0,0,1,-0.2,3.9
11,9,20,11_20,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,9,21,11_21,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
11,9,22,11_22,reviewer,med,4.2,4.1,0,0,0,0,0,0,4.1
11,9,23,11_23,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
11,9,24,11_24,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,11,01,11_01,panelist,none,NA,3.8,1,0,0,1,1,-0.1,3.7
11,11,02,11_02,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,11,03,11_03,panelist,low,NA,3.8,1,0,1,0,1,0.1,3.9
11,11,04,11_04,reviewer,high,4,3.8,0,1,0,0,0,0,3.8
11,11,05,11_05,panelist,med,NA,3.8,1,0,0,0,1,0.1,3.9
11,11,06,11_06,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,11,07,11_07,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,11,08,11_08,panelist,med,NA,3.8,1,0,0,0,1,0.3,4.1
11,11,09,11_09,panelist,none,NA,3.8,1,0,0,1,1,-0.3,3.5
11,11,10,11_10,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,11,11,11_11,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,11,12,11_12,panelist,low,NA,3.8,1,0,1,0,1,0.2,4
11,11,13,11_13,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,11,14,11_14,panelist,none,NA,3.8,1,0,0,1,1,-0.1,3.7
11,11,15,11_15,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,11,16,11_16,panelist,low,NA,3.8,1,0,1,0,1,-0.2,3.6
11,11,17,11_17,panelist,high,NA,3.8,1,1,0,0,0,0,3.8
11,11,18,11_18,reviewer,none,3.7,3.8,0,0,0,1,0,0,3.8
11,11,19,11_19,panelist,none,NA,3.8,1,0,0,1,1,-0.3,3.5
11,11,20,11_20,reviewer,med,3.7,3.8,0,0,0,0,0,0,3.8
11,11,21,11_21,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
11,11,22,11_22,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
11,11,23,11_23,panelist,low,NA,3.8,1,0,1,0,1,-0.1,3.7
11,11,24,11_24,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,18,01,11_01,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,18,02,11_02,panelist,low,NA,3.7,1,0,1,0,1,-0.2,3.5
11,18,03,11_03,panelist,none,NA,3.7,1,0,0,1,1,0.1,3.8
11,18,04,11_04,panelist,none,NA,3.7,1,0,0,1,1,-0.2,3.5
11,18,05,11_05,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
11,18,06,11_06,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,18,07,11_07,panelist,none,NA,3.7,1,0,0,1,1,0.2,3.9
11,18,08,11_08,panelist,low,NA,3.7,1,0,1,0,1,0.1,3.8
11,18,09,11_09,panelist,none,NA,3.7,1,0,0,1,1,0.3,4
11,18,10,11_10,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
11,18,11,11_11,panelist,high,NA,3.7,1,1,0,0,0,0,3.7
11,18,12,11_12,panelist,low,NA,3.7,1,0,1,0,1,0.1,3.8
11,18,13,11_13,panelist,med,NA,3.7,1,0,0,0,1,-0.1,3.6
11,18,14,11_14,panelist,none,NA,3.7,1,0,0,1,1,0.2,3.9
11,18,15,11_15,reviewer,none,3.5,3.7,0,0,0,1,1,-0.2,3.5
11,18,16,11_16,reviewer,none,3.6,3.7,0,0,0,1,0,0,3.7
11,18,17,11_17,panelist,high,NA,3.7,1,1,0,0,0,0,3.7
11,18,18,11_18,panelist,low,NA,3.7,1,0,1,0,1,-0.2,3.5
11,18,19,11_19,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
11,18,20,11_20,reviewer,none,3.9,3.7,0,0,0,1,1,-0.1,3.6
11,18,21,11_21,panelist,low,NA,3.7,1,0,1,0,1,0.1,3.8
11,18,22,11_22,panelist,med,NA,3.7,1,0,0,0,1,0.1,3.8
11,18,23,11_23,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
11,18,24,11_24,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
11,20,01,11_01,panelist,med,NA,4.1,1,0,0,0,1,-0.3,3.8
11,20,02,11_02,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,20,03,11_03,panelist,high,NA,4.1,1,1,0,0,1,0.4,4.5
11,20,04,11_04,panelist,low,NA,4.1,1,0,1,0,1,-0.2,3.9
11,20,05,11_05,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,06,11_06,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,07,11_07,panelist,none,NA,4.1,1,0,0,1,1,-0.1,4
11,20,08,11_08,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,09,11_09,panelist,high,NA,4.1,1,1,0,0,0,0,4.1
11,20,10,11_10,reviewer,none,4.1,4.1,0,0,0,1,1,-0.1,4
11,20,11,11_11,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
11,20,12,11_12,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,13,11_13,reviewer,low,4.3,4.1,0,0,1,0,0,0,4.1
11,20,14,11_14,panelist,low,NA,4.1,1,0,1,0,1,0.2,4.3
11,20,15,11_15,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,16,11_16,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,17,11_17,reviewer,none,3.9,4.1,0,0,0,1,0,0,4.1
11,20,18,11_18,panelist,med,NA,4.1,1,0,0,0,1,-0.2,3.9
11,20,19,11_19,panelist,low,NA,4.1,1,0,1,0,1,-0.1,4
11,20,20,11_20,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
11,20,21,11_21,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
11,20,22,11_22,panelist,low,NA,4.1,1,0,1,0,1,0.1,4.2
11,20,23,11_23,panelist,med,NA,4.1,1,0,0,0,1,-0.2,3.9
11,20,24,11_24,panelist,low,NA,4.1,1,0,1,0,1,0.1,4.2
11,21,01,11_01,panelist,none,NA,4,1,0,0,1,1,-0.1,3.9
11,21,02,11_02,panelist,none,NA,4,1,0,0,1,0,0,4
11,21,03,11_03,panelist,none,NA,4,1,0,0,1,1,0.4,4.4
11,21,04,11_04,panelist,none,NA,4,1,0,0,1,1,-0.2,3.8
11,21,05,11_05,panelist,none,NA,4,1,0,0,1,1,-0.1,3.9
11,21,06,11_06,reviewer,med,4,4,0,0,0,0,1,0.2,4.2
11,21,07,11_07,panelist,none,NA,4,1,0,0,1,1,0.1,4.1
11,21,08,11_08,panelist,med,NA,4,1,0,0,0,1,-0.1,3.9
11,21,09,11_09,panelist,low,NA,4,1,0,1,0,1,-0.4,3.6
11,21,10,11_10,panelist,low,NA,4,1,0,1,0,0,0,4
11,21,11,11_11,panelist,high,NA,4,1,1,0,0,0,0,4
11,21,12,11_12,panelist,none,NA,4,1,0,0,1,1,0.1,4.1
11,21,13,11_13,panelist,low,NA,4,1,0,1,0,0,0,4
11,21,14,11_14,panelist,low,NA,4,1,0,1,0,1,0.1,4.1
11,21,15,11_15,panelist,none,NA,4,1,0,0,1,0,0,4
11,21,16,11_16,panelist,low,NA,4,1,0,1,0,0,0,4
11,21,17,11_17,panelist,med,NA,4,1,0,0,0,0,0,4
11,21,18,11_18,panelist,low,NA,4,1,0,1,0,1,-0.2,3.8
11,21,19,11_19,reviewer,none,4,4,0,0,0,1,1,-0.3,3.7
11,21,20,11_20,panelist,med,NA,4,1,0,0,0,0,0,4
11,21,21,11_21,panelist,none,NA,4,1,0,0,1,1,0.2,4.2
11,21,22,11_22,reviewer,low,4,4,0,0,1,0,1,0.3,4.3
11,21,23,11_23,panelist,high,NA,4,1,1,0,0,0,0,4
11,21,24,11_24,panelist,med,NA,4,1,0,0,0,0,0,4
11,23,01,11_01,reviewer,low,3.9,3.8,0,0,1,0,1,-0.1,3.7
11,23,02,11_02,panelist,med,NA,3.8,1,0,0,0,1,0.3,4.1
11,23,03,11_03,panelist,none,NA,3.8,1,0,0,1,1,0.2,4
11,23,04,11_04,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,23,05,11_05,panelist,none,NA,3.8,1,0,0,1,1,-0.2,3.6
11,23,06,11_06,panelist,low,NA,3.8,1,0,1,0,1,0.1,3.9
11,23,07,11_07,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,23,08,11_08,reviewer,high,3.6,3.8,0,1,0,0,1,0.2,4
11,23,09,11_09,panelist,none,NA,3.8,1,0,0,1,1,0.1,3.9
11,23,10,11_10,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
11,23,11,11_11,panelist,none,NA,3.8,1,0,0,1,1,0.1,3.9
11,23,12,11_12,panelist,low,NA,3.8,1,0,1,0,1,0.1,3.9
11,23,13,11_13,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,23,14,11_14,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,23,15,11_15,panelist,med,NA,3.8,1,0,0,0,1,-0.1,3.7
11,23,16,11_16,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,23,17,11_17,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,23,18,11_18,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
11,23,19,11_19,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
11,23,20,11_20,panelist,none,NA,3.8,1,0,0,1,1,0.1,3.9
11,23,21,11_21,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
11,23,22,11_22,panelist,high,NA,3.8,1,1,0,0,1,0.3,4.1
11,23,23,11_23,reviewer,none,3.8,3.8,0,0,0,1,1,-0.3,3.5
11,23,24,11_24,panelist,med,NA,3.8,1,0,0,0,1,-0.1,3.7
11,25,01,11_01,reviewer,low,4.1,4.3,0,0,1,0,0,0,4.3
11,25,02,11_02,panelist,none,NA,4.3,1,0,0,1,1,-0.1,4.2
11,25,03,11_03,panelist,none,NA,4.3,1,0,0,1,1,0.2,4.5
11,25,04,11_04,panelist,none,NA,4.3,1,0,0,1,1,0.1,4.4
11,25,05,11_05,panelist,none,NA,4.3,1,0,0,1,1,-0.1,4.2
11,25,06,11_06,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
11,25,07,11_07,panelist,med,NA,4.3,1,0,0,0,1,-0.2,4.1
11,25,08,11_08,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
11,25,09,11_09,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
11,25,10,11_10,panelist,med,NA,4.3,1,0,0,0,0,0,4.3
11,25,11,11_11,panelist,none,NA,4.3,1,0,0,1,1,0.3,4.6
11,25,12,11_12,reviewer,low,4.5,4.3,0,0,1,0,1,-0.2,4.1
11,25,13,11_13,reviewer,low,4.3,4.3,0,0,1,0,0,0,4.3
11,25,14,11_14,panelist,none,NA,4.3,1,0,0,1,1,0.1,4.4
11,25,15,11_15,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
11,25,16,11_16,panelist,med,NA,4.3,1,0,0,0,0,0,4.3
11,25,17,11_17,panelist,none,NA,4.3,1,0,0,1,1,-0.2,4.1
11,25,18,11_18,panelist,med,NA,4.3,1,0,0,0,1,0.1,4.4
11,25,19,11_19,panelist,high,NA,4.3,1,1,0,0,1,-0.1,4.2
11,25,20,11_20,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
11,25,21,11_21,panelist,med,NA,4.3,1,0,0,0,0,0,4.3
11,25,22,11_22,panelist,high,NA,4.3,1,1,0,0,0,0,4.3
11,25,23,11_23,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
11,25,24,11_24,panelist,low,NA,4.3,1,0,1,0,1,0.2,4.5
11,26,01,11_01,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
11,26,02,11_02,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
11,26,03,11_03,panelist,none,NA,4.2,1,0,0,1,1,0.4,4.6
11,26,04,11_04,panelist,low,NA,4.2,1,0,1,0,1,0.1,4.3
11,26,05,11_05,panelist,none,NA,4.2,1,0,0,1,1,-0.2,4
11,26,06,11_06,panelist,med,NA,4.2,1,0,0,0,1,0.3,4.5
11,26,07,11_07,panelist,high,NA,4.2,1,1,0,0,1,0.1,4.3
11,26,08,11_08,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
11,26,09,11_09,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
11,26,10,11_10,reviewer,low,4.2,4.2,0,0,1,0,0,0,4.2
11,26,11,11_11,panelist,med,NA,4.2,1,0,0,0,0,0,4.2
11,26,12,11_12,panelist,none,NA,4.2,1,0,0,1,1,0.3,4.5
11,26,13,11_13,panelist,none,NA,4.2,1,0,0,1,1,0.1,4.3
11,26,14,11_14,panelist,low,NA,4.2,1,0,1,0,1,0.1,4.3
11,26,15,11_15,panelist,med,NA,4.2,1,0,0,0,1,-0.2,4
11,26,16,11_16,panelist,high,NA,4.2,1,1,0,0,0,0,4.2
11,26,17,11_17,panelist,med,NA,4.2,1,0,0,0,0,0,4.2
11,26,18,11_18,reviewer,none,4.3,4.2,0,0,0,1,1,-0.2,4
11,26,19,11_19,panelist,none,NA,4.2,1,0,0,1,1,-0.1,4.1
11,26,20,11_20,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
11,26,21,11_21,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
11,26,22,11_22,panelist,med,NA,4.2,1,0,0,0,1,0.1,4.3
11,26,23,11_23,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
