cmte,app,memno,cid,job,exp,panelist,exp_high,exp_low,exp_none,score
14,4,19,14_19,panelist,med,1,0,0,0,4.01240958595987
14,4,20,14_20,reviewer,med,0,0,0,0,3.914803291450895
14,4,21,14_21,panelist,med,1,0,0,0,4.169037214913787
14,4,22,14_22,panelist,med,1,0,0,0,4.37617855511148
14,4,23,14_23,reviewer,med,0,0,0,0,4.302418822041482
14,4,24,14_24,panelist,low,1,0,1,0,4.3515445345005865
14,5,01,14_01,panelist,med,1,0,0,0,3.6339477972813143
14,5,02,14_02,panelist,high,1,1,0,0,4.041368015296981
14,5,03,14_03,panelist,low,1,0,1,0,4.145469258562251
14,5,04,14_04,panelist,med,1,0,0,0,3.997438694798102
14,5,05,14_05,panelist,med,1,0,0,0,3.7882289395800823
14,5,06,14_06,panelist,med,1,0,0,0,4.260924267164904
14,5,07,14_07,panelist,med,1,0,0,0,3.798187237630421
14,5,08,14_08,panelist,high,1,1,0,0,4.34005269857483
14,5,09,14_09,panelist,high,1,1,0,0,4.550963979748517
14,5,10,14_10,panelist,med,1,0,0,0,4.181119730635
14,5,11,14_11,panelist,med,1,0,0,0,3.9049010259516592
14,5,12,14_12,panelist,low,1,0,1,0,4.682356244208607
14,5,13,14_13,panelist,high,1,1,0,0,4.3963210156023385
14,5,14,14_14,panelist,none,1,0,0,1,4.513665142060687
14,5,15,14_15,reviewer,low,0,0,1,0,4.216749343332832
14,5,16,14_16,panelist,low,1,0,1,0,4.436012364625125
14,5,17,14_17,panelist,high,1,1,0,0,3.734710243311966
14,5,18,14_18,panelist,med,1,0,0,0,4.124827041923441
14,5,19,14_19,panelist,none,1,0,0,1,4.316591349960603
14,5,20,14_20,reviewer,high,0,1,0,0,3.694104232982473
14,5,21,14_21,panelist,med,1,0,0,0,4.052461320367349
14,5,22,14_22,reviewer,med,0,0,0,0,3.7592431734862037
14,5,23,14_23,panelist,none,1,0,0,1,4.3466011274470935
14,5,24,14_24,panelist,none,1,0,0,1,4.248142330852474
14,6,01,14_01,panelist,med,1,0,0,0,4.136455503044446
14,6,02,14_02,panelist,low,1,0,1,0,4.595175285632737
14,6,03,14_03,panelist,high,1,1,0,0,3.5206989958306187
14,6,04,14_04,panelist,high,1,1,0,0,4.116313756120121
14,6,05,14_05,panelist,low,1,0,1,0,4.369134253916606
14,6,06,14_06,reviewer,med,0,0,0,0,4.247965699505782
14,6,07,14_07,panelist,low,1,0,1,0,4.53523008428386
14,6,08,14_08,panelist,med,1,0,0,0,4.3527407016829605
14,6,09,14_09,panelist,med,1,0,0,0,4.800013568464182
14,6,10,14_10,panelist,med,1,0,0,0,4.49593323310114
14,6,11,14_11,reviewer,med,0,0,0,0,3.6892114611372855
14,6,12,14_12,panelist,none,1,0,0,1,4.842337572522216
14,6,13,14_13,panelist,none,1,0,0,1,4.870778449136394
14,6,14,14_14,panelist,none,1,0,0,1,4.675194105072876
14,6,15,14_15,panelist,med,1,0,0,0,4.213345019497597
14,6,16,14_16,panelist,med,1,0,0,0,4.426748161887174
14,6,17,14_17,panelist,low,1,0,1,0,4.416832908135548
14,6,18,14_18,panelist,med,1,0,0,0,4.653251202250698
14,6,19,14_19,panelist,high,1,1,0,0,3.933427299918101
14,6,20,14_20,panelist,none,1,0,0,1,4.424204869495012
14,6,21,14_21,panelist,high,1,1,0,0,3.9346343762551355
14,6,22,14_22,panelist,high,1,1,0,0,4.362076432836415
14,6,23,14_23,reviewer,med,0,0,0,0,4.210977106370173
14,6,24,14_24,panelist,high,1,1,0,0,4.030958735833283
14,7,01,14_01,panelist,high,1,1,0,0,4.53368884243303
14,7,02,14_02,panelist,med,1,0,0,0,4.842731645990822
14,7,03,14_03,panelist,none,1,0,0,1,4.606360001270114
14,7,04,14_04,panelist,high,1,1,0,0,4.2414758329087014
14,7,05,14_05,panelist,low,1,0,1,0,4.666241099892246
14,7,06,14_06,panelist,low,1,0,1,0,4.80636801872011
14,7,07,14_07,panelist,low,1,0,1,0,4.3363236439587
14,7,08,14_08,panelist,high,1,1,0,0,4.768816784293825
14,7,09,14_09,panelist,none,1,0,0,1,4.732526563394775
14,7,10,14_10,panelist,med,1,0,0,0,4.304715517005664
14,7,11,14_11,reviewer,med,0,0,0,0,4.068226897940952
14,7,12,14_12,panelist,high,1,1,0,0,4.5210390963852305
14,7,13,14_13,panelist,med,1,0,0,0,4.688466940866313
14,7,14,14_14,panelist,med,1,0,0,0,4.658042362509564
14,7,15,14_15,panelist,med,1,0,0,0,4.575759239247239
14,7,16,14_16,panelist,med,1,0,0,0,4.5064073517352
14,7,17,14_17,panelist,med,1,0,0,0,4.782633491787731
14,7,18,14_18,reviewer,med,0,0,0,0,4.7711217564892
14,7,19,14_19,reviewer,high,0,1,0,0,3.853965926868559
14,7,20,14_20,panelist,none,1,0,0,1,4.778803745091035
14,7,21,14_21,panelist,none,1,0,0,1,4.733554376478913
14,7,22,14_22,panelist,high,1,1,0,0,4.261448008139302
14,7,23,14_23,panelist,low,1,0,1,0,4.785175441821186
14,7,24,14_24,panelist,med,1,0,0,0,4.3664259719245
14,8,01,14_01,panelist,high,1,1,0,0,3.5307715911204762
14,8,02,14_02,reviewer,low,0,0,1,0,4.3138478388849935
14,8,03,14_03,reviewer,high,0,1,0,0,3.6872482135039606
14,8,04,14_04,panelist,low,1,0,1,0,3.774298374191292
14,8,05,14_05,panelist,med,1,0,0,0,3.793977098164217
14,8,06,14_06,reviewer,med,0,0,0,0,3.775206070968681
14,8,07,14_07,panelist,high,1,1,0,0,3.720816158028516
14,8,08,14_08,panelist,none,1,0,0,1,4.412167700971471
14,8,09,14_09,panelist,med,1,0,0,0,4.46963458999225
14,8,10,14_10,panelist,med,1,0,0,0,4.180704898918005
14,8,11,14_11,panelist,low,1,0,1,0,3.6143042291889316
14,8,12,14_12,panelist,med,1,0,0,0,3.761547051539384
14,8,13,14_13,panelist,med,1,0,0,0,4.6125628937244985
14,8,14,14_14,panelist,high,1,1,0,0,4.075183231883239
14,8,15,14_15,panelist,none,1,0,0,1,4.184798154046853
14,8,16,14_16,panelist,med,1,0,0,0,3.838198238049684
14,8,17,14_17,panelist,med,1,0,0,0,4.085755166142619
14,8,18,14_18,panelist,med,1,0,0,0,4.030599379918611
14,8,19,14_19,panelist,high,1,1,0,0,3.998363180997182
14,8,20,14_20,panelist,none,1,0,0,1,4.248619934642605
14,8,21,14_21,panelist,none,1,0,0,1,4.147762977349337
14,8,22,14_22,panelist,med,1,0,0,0,4.3286091695664375
14,8,23,14_23,panelist,high,1,1,0,0,3.6920081680015775
14,8,24,14_24,panelist,low,1,0,1,0,3.7711484943762525
14,9,01,14_01,panelist,med,1,0,0,0,4.4512927491142555
14,9,02,14_02,panelist,low,1,0,1,0,4.8696971408622325
14,9,03,14_03,panelist,high,1,1,0,0,4.100141788128034
14,9,04,14_04,panelist,high,1,1,0,0,4.205862408188087
14,9,05,14_05,reviewer,low,0,0,1,0,4.314825323905657
14,9,06,14_06,panelist,med,1,0,0,0,4.7728844240722745
14,9,07,14_07,panelist,med,1,0,0,0,4.288853504486777
14,9,08,14_08,panelist,med,1,0,0,0,4.81597398288633
14,9,09,14_09,panelist,high,1,1,0,0,4.7592218238993675
14,9,10,14_10,panelist,high,1,1,0,0,4.270107906005575
14,9,11,14_11,reviewer,none,0,0,0,1,4.438562961268721
14,9,12,14_12,panelist,low,1,0,1,0,4.695005752682996
14,9,13,14_13,panelist,med,1,0,0,0,4.769695811642192
14,9,14,14_14,panelist,med,1,0,0,0,4.800853946446201
14,9,15,14_15,panelist,none,1,0,0,1,4.760473133840427
14,9,16,14_16,panelist,low,1,0,1,0,4.5120919936384265
14,9,17,14_17,panelist,med,1,0,0,0,4.588116899908201
14,9,18,14_18,panelist,med,1,0,0,0,4.517226064597696
14,9,19,14_19,panelist,none,1,0,0,1,4.61536722450324
14,9,20,14_20,panelist,high,1,1,0,0,4.863883905892813
14,9,21,14_21,panelist,med,1,0,0,0,4.398946626818429
14,9,22,14_22,reviewer,med,0,0,0,0,4.217928604668134
14,9,23,14_23,panelist,high,1,1,0,0,4.7179438227188735
14,9,24,14_24,panelist,none,1,0,0,1,4.392369373510605
14,10,01,14_01,panelist,low,1,0,1,0,3.9687902258203933
14,10,02,14_02,panelist,high,1,1,0,0,4.654486253713613
14,10,03,14_03,panelist,low,1,0,1,0,4.002936980956927
14,10,04,14_04,panelist,high,1,1,0,0,3.8693472428720725
14,10,05,14_05,reviewer,low,0,0,1,0,3.586613512714443
14,10,06,14_06,panelist,high,1,1,0,0,4.058210927164741
14,10,07,14_07,panelist,high,1,1,0,0,4.126397620382217
14,10,08,14_08,panelist,med,1,0,0,0,4.55086765060008
14,10,09,14_09,panelist,med,1,0,0,0,4.471674695969981
14,10,10,14_10,reviewer,none,0,0,0,1,4.284333881641523
14,10,11,14_11,panelist,med,1,0,0,0,3.568519234260213
14,10,12,14_12,panelist,low,1,0,1,0,4.323460498733567
14,10,13,14_13,panelist,med,1,0,0,0,4.0360438963444
14,10,14,14_14,panelist,med,1,0,0,0,4.09680311575524
14,10,15,14_15,panelist,none,1,0,0,1,4.353441531665338
14,10,16,14_16,reviewer,med,0,0,0,0,3.9802702601329276
14,10,17,14_17,panelist,med,1,0,0,0,3.950389352360275
14,10,18,14_18,panelist,none,1,0,0,1,4.674983937091715
14,10,19,14_19,panelist,none,1,0,0,1,4.002607824259535
14,10,20,14_20,panelist,med,1,0,0,0,4.422914198022274
14,10,21,14_21,panelist,high,1,1,0,0,3.7567345724035257
14,10,22,14_22,panelist,med,1,0,0,0,4.054462831101353
14,10,23,14_23,panelist,high,1,1,0,0,4.3610067482955355
14,10,24,14_24,panelist,med,1,0,0,0,3.912607735381676
14,11,01,14_01,panelist,high,1,1,0,0,3.709378426476828
14,11,02,14_02,panelist,med,1,0,0,0,4.469298367642116
14,11,03,14_03,panelist,med,1,0,0,0,3.53848462140391
14,11,04,14_04,panelist,low,1,0,1,0,4.092376042957254
14,11,05,14_05,panelist,none,1,0,0,1,4.369627096808977
14,11,06,14_06,panelist,low,1,0,1,0,4.090657731129106
14,11,07,14_07,panelist,none,1,0,0,1,4.324681971345023
14,11,08,14_08,panelist,med,1,0,0,0,4.148278332828109
14,11,09,14_09,panelist,low,1,0,1,0,4.622155443468938
14,11,10,14_10,panelist,low,1,0,1,0,4.22520563134569
14,11,11,14_11,reviewer,med,0,0,0,0,3.989056783855009
14,11,12,14_12,panelist,med,1,0,0,0,4.037319736768665
14,11,13,14_13,panelist,high,1,1,0,0,4.20400646238372
14,11,14,14_14,panelist,med,1,0,0,0,4.0181895473812
14,11,15,14_15,panelist,med,1,0,0,0,3.9847999078247076
14,11,16,14_16,reviewer,high,0,1,0,0,3.9382364317205094
14,11,17,14_17,panelist,none,1,0,0,1,4.5773150711676935
14,11,18,14_18,panelist,none,1,0,0,1,4.332468277736788
14,11,19,14_19,panelist,med,1,0,0,0,3.811415560352424
14,11,20,14_20,panelist,high,1,1,0,0,4.222661762854902
14,11,21,14_21,reviewer,med,0,0,0,0,3.749017338185874
14,11,22,14_22,panelist,high,1,1,0,0,4.238206916831885
14,11,23,14_23,panelist,med,1,0,0,0,4.19033537683608
14,11,24,14_24,panelist,high,1,1,0,0,3.7245331556721806
14,12,01,14_01,panelist,med,1,0,0,0,4.2986502443506796
14,12,02,14_02,panelist,low,1,0,1,0,4.712950951519803
14,12,03,14_03,panelist,med,1,0,0,0,3.8348421953799603
14,12,04,14_04,panelist,med,1,0,0,0,4.307429695007497
14,12,05,14_05,panelist,high,1,1,0,0,3.6655139162730532
14,12,06,14_06,panelist,low,1,0,1,0,4.533338747849248
14,12,07,14_07,panelist,none,1,0,0,1,4.160747246546858
14,12,08,14_08,panelist,med,1,0,0,0,3.883731892265132
14,12,09,14_09,panelist,none,1,0,0,1,4.821726505685906
14,12,10,14_10,reviewer,none,0,0,0,1,4.233188147713841
14,12,11,14_11,panelist,med,1,0,0,0,3.7274477067665615
14,12,12,14_12,panelist,med,1,0,0,0,4.23569307130345
14,12,13,14_13,panelist,med,1,0,0,0,4.600304390563819
14,12,14,14_14,panelist,high,1,1,0,0,4.185382147937267
14,12,15,14_15,panelist,med,1,0,0,0,4.298840582868988
14,12,16,14_16,panelist,low,1,0,1,0,4.523197922060573
14,12,17,14_17,panelist,low,1,0,1,0,4.281153034425818
14,12,18,14_18,panelist,med,1,0,0,0,4.316043091327891
14,12,19,14_19,reviewer,high,0,1,0,0,3.89954846410966
14,12,20,14_20,reviewer,high,0,1,0,0,3.964501751362907
14,12,21,14_21,panelist,none,1,0,0,1,4.391284772918071
14,12,22,14_22,panelist,med,1,0,0,0,4.114511790507932
14,12,23,14_23,panelist,high,1,1,0,0,3.820821094052342
14,12,24,14_24,panelist,high,1,1,0,0,3.8791365627382843
14,13,01,14_01,panelist,high,1,1,0,0,4.374783054729465
14,13,02,14_02,panelist,med,1,0,0,0,4.786361135201443
14,13,03,14_03,reviewer,high,0,1,0,0,3.728471101701237
14,13,04,14_04,panelist,med,1,0,0,0,4.1934646125895805
14,13,05,14_05,reviewer,med,0,0,0,0,4.110594018179075
14,13,06,14_06,panelist,high,1,1,0,0,4.59955414669569
14,13,07,14_07,panelist,med,1,0,0,0,4.347090916386497
14,13,08,14_08,panelist,low,1,0,1,0,4.778142495633909
14,13,09,14_09,panelist,low,1,0,1,0,4.663323212989964
14,13,10,14_10,panelist,none,1,0,0,1,4.489057029816847
14,13,11,14_11,panelist,high,1,1,0,0,4.08559985428086
14,13,12,14_12,panelist,med,1,0,0,0,4.519280549516613
14,13,13,14_13,panelist,low,1,0,1,0,4.717453243056444
14,13,14,14_14,panelist,low,1,0,1,0,4.790498678627091
14,13,15,14_15,panelist,med,1,0,0,0,4.315671297808065
14,13,16,14_16,panelist,med,1,0,0,0,4.296077960783533
14,13,17,14_17,panelist,high,1,1,0,0,4.703812649861879
14,13,18,14_18,panelist,none,1,0,0,1,4.8636358844106296
14,13,19,14_19,reviewer,none,0,0,0,1,4.619663552507321
14,13,20,14_20,panelist,high,1,1,0,0,4.2475685537234185
14,13,21,14_21,panelist,none,1,0,0,1,4.443728676660661
14,13,22,14_22,panelist,med,1,0,0,0,4.319602429436275
14,13,23,14_23,panelist,med,1,0,0,0,4.609546671615311
14,13,24,14_24,panelist,med,1,0,0,0,4.193638002511823
14,14,01,14_01,panelist,high,1,1,0,0,3.9977341286582444
14,14,02,14_02,panelist,high,1,1,0,0,4.509090729207255
14,14,03,14_03,reviewer,low,0,0,1,0,3.8709417685481187
14,14,04,14_04,panelist,med,1,0,0,0,3.8214691208974
14,14,05,14_05,panelist,none,1,0,0,1,3.792380518664309
14,14,06,14_06,panelist,high,1,1,0,0,4.506337883395535
14,14,07,14_07,panelist,high,1,1,0,0,3.9155097924805142
14,14,08,14_08,panelist,med,1,0,0,0,4.530584343327404
14,14,09,14_09,panelist,high,1,1,0,0,4.397056745510987
14,14,10,14_10,panelist,high,1,1,0,0,3.670129060977729
14,14,11,14_11,reviewer,med,0,0,0,0,4.007016236880712
14,14,12,14_12,reviewer,low,0,0,1,0,3.866488027756008
14,14,13,14_13,panelist,med,1,0,0,0,4.323961049614392
14,14,14,14_14,panelist,low,1,0,1,0,4.151719140231047
14,14,15,14_15,panelist,none,1,0,0,1,4.498173707061207
14,14,16,14_16,panelist,med,1,0,0,0,3.86441512784363
14,14,17,14_17,panelist,med,1,0,0,0,4.059538616823004
14,14,18,14_18,panelist,none,1,0,0,1,4.399215962435183
14,14,19,14_19,panelist,med,1,0,0,0,3.8065701894047663
14,14,20,14_20,panelist,med,1,0,0,0,4.11945899799918
14,14,21,14_21,panelist,none,1,0,0,1,4.190713434875713
14,14,22,14_22,panelist,low,1,0,1,0,4.665692386456453
14,14,23,14_23,panelist,med,1,0,0,0,4.266738026911588
14,14,24,14_24,panelist,med,1,0,0,0,4.0815027803437856
14,15,01,14_01,panelist,none,1,0,0,1,3.69056428256073
14,15,02,14_02,panelist,high,1,1,0,0,4.255306061006958
14,15,03,14_03,panelist,med,1,0,0,0,3.6270506459591445
14,15,04,14_04,panelist,med,1,0,0,0,3.6790587658310985
14,15,05,14_05,panelist,med,1,0,0,0,3.8325561977953937
14,15,06,14_06,panelist,high,1,1,0,0,4.13842244095319
14,15,07,14_07,panelist,low,1,0,1,0,3.8314535067943676
14,15,08,14_08,panelist,med,1,0,0,0,3.536731870100222
14,15,09,14_09,panelist,none,1,0,0,1,4.399611909253805
14,15,10,14_10,panelist,med,1,0,0,0,4.0240573163746705
14,15,11,14_11,panelist,low,1,0,1,0,3.555764489182691
14,15,12,14_12,panelist,low,1,0,1,0,3.7012368979329255
14,15,13,14_13,panelist,high,1,1,0,0,3.8473177785444714
14,15,14,14_14,panelist,none,1,0,0,1,4.023823633699178
14,15,15,14_15,panelist,high,1,1,0,0,3.7784426564877713
14,15,16,14_16,panelist,low,1,0,1,0,4.226841882148223
14,15,17,14_17,reviewer,none,0,0,0,1,3.5913181718295757
14,15,18,14_18,panelist,med,1,0,0,0,4.052695119347075
14,15,19,14_19,reviewer,med,0,0,0,0,3.7196959681867874
14,15,20,14_20,panelist,med,1,0,0,0,4.132754061782356
14,15,21,14_21,panelist,high,1,1,0,0,3.958652350216667
14,15,22,14_22,reviewer,med,0,0,0,0,3.582808576793004
14,15,23,14_23,panelist,med,1,0,0,0,3.846516966086878
14,15,24,14_24,panelist,high,1,1,0,0,3.5404681493885324
15,1,01,15_01,panelist,low,1,0,1,0,4.088009961688067
15,1,02,15_02,reviewer,high,0,1,0,0,4.056561018024977
15,1,03,15_03,panelist,med,1,0,0,0,3.730669800957003
15,1,04,15_04,panelist,high,1,1,0,0,4.054367264495206
15,1,05,15_05,panelist,med,1,0,0,0,3.8804302189496838
15,1,06,15_06,panelist,none,1,0,0,1,4.35629357697121
15,1,07,15_07,panelist,med,1,0,0,0,4.1042769021813355
15,1,08,15_08,panelist,med,1,0,0,0,4.569444233922193
15,1,09,15_09,reviewer,high,0,1,0,0,4.093564014375214
15,1,10,15_10,reviewer,none,0,0,0,1,4.263609152191567
15,1,11,15_11,panelist,none,1,0,0,1,4.24248081335746
15,1,12,15_12,panelist,high,1,1,0,0,4.635142647127148
15,1,13,15_13,panelist,med,1,0,0,0,4.702820903640489
15,1,14,15_14,panelist,high,1,1,0,0,3.8863466480741606
15,1,15,15_15,panelist,med,1,0,0,0,4.452995941455998
15,1,16,15_16,panelist,med,1,0,0,0,4.098768289308724
15,1,17,15_17,panelist,low,1,0,1,0,4.1572310357708595
15,1,18,15_18,panelist,med,1,0,0,0,4.276465010810507
15,1,19,15_19,panelist,med,1,0,0,0,3.898030768146151
15,1,20,15_20,panelist,high,1,1,0,0,4.265429525253631
15,1,21,15_21,panelist,low,1,0,1,0,4.051168395314079
15,1,22,15_22,panelist,med,1,0,0,0,4.166782377449301
15,1,23,15_23,panelist,none,1,0,0,1,4.363672420721492
15,1,24,15_24,panelist,low,1,0,1,0,3.831497431206553
15,2,01,15_01,panelist,med,1,0,0,0,4.540332846844118
15,2,02,15_02,panelist,med,1,0,0,0,4.297474731512252
15,2,03,15_03,panelist,low,1,0,1,0,3.876487151880917
15,2,04,15_04,panelist,none,1,0,0,1,4.1173589642279
15,2,05,15_05,panelist,med,1,0,0,0,3.922442732452779
15,2,06,15_06,panelist,high,1,1,0,0,3.692430699962311
15,2,07,15_07,panelist,high,1,1,0,0,4.107592535109423
15,2,08,15_08,reviewer,none,0,0,0,1,4.499644899089242
15,2,09,15_09,panelist,low,1,0,1,0,4.8210985325208
15,2,10,15_10,reviewer,low,0,0,1,0,3.930355028663287
15,2,11,15_11,panelist,none,1,0,0,1,3.953404382600553
15,2,12,15_12,panelist,high,1,1,0,0,3.9847597550951783
15,2,13,15_13,panelist,med,1,0,0,0,4.771379322552043
15,2,14,15_14,panelist,med,1,0,0,0,4.0474106517299235
15,2,15,15_15,panelist,med,1,0,0,0,4.205734601223218
15,2,16,15_16,panelist,med,1,0,0,0,4.087457672362749
15,2,17,15_17,panelist,low,1,0,1,0,3.947239101810818
15,2,18,15_18,panelist,med,1,0,0,0,4.310675849819342
15,2,19,15_19,reviewer,med,0,0,0,0,4.031173029079087
15,2,20,15_20,panelist,med,1,0,0,0,4.314650940244937
15,2,21,15_21,panelist,high,1,1,0,0,3.8564488743629526
15,2,22,15_22,panelist,high,1,1,0,0,3.972431006657023
15,2,23,15_23,panelist,none,1,0,0,1,4.3728113598897
15,2,24,15_24,panelist,high,1,1,0,0,4.141531239014069
15,3,01,15_01,panelist,med,1,0,0,0,3.828714069730224
15,3,02,15_02,panelist,high,1,1,0,0,4.440350978750494
15,3,03,15_03,panelist,low,1,0,1,0,3.657064888205355
15,3,04,15_04,panelist,none,1,0,0,1,4.06771306870012
15,3,05,15_05,panelist,med,1,0,0,0,4.065107657654046
15,3,06,15_06,panelist,high,1,1,0,0,3.741160169486542
15,3,07,15_07,panelist,high,1,1,0,0,3.6043802291310763
15,3,08,15_08,panelist,med,1,0,0,0,4.286165117901138
15,3,09,15_09,reviewer,med,0,0,0,0,4.6865385660035805
15,3,10,15_10,reviewer,med,0,0,0,0,3.7569874629385436
15,3,11,15_11,panelist,none,1,0,0,1,3.89366393081193
15,3,12,15_12,panelist,high,1,1,0,0,4.209940969286647
15,3,13,15_13,panelist,high,1,1,0,0,4.472978653312696
15,3,14,15_14,panelist,med,1,0,0,0,4.073781882470651
15,3,15,15_15,panelist,med,1,0,0,0,4.414569592312834
15,3,16,15_16,panelist,low,1,0,1,0,4.150488037170745
15,3,17,15_17,panelist,none,1,0,0,1,4.34693451066333
15,3,18,15_18,panelist,high,1,1,0,0,4.019313156665874
15,3,19,15_19,panelist,med,1,0,0,0,4.121977358737022
15,3,20,15_20,panelist,none,1,0,0,1,4.2775371840472
15,3,21,15_21,panelist,low,1,0,1,0,4.187987213716001
15,3,22,15_22,panelist,med,1,0,0,0,3.995290652889716
15,3,23,15_23,reviewer,med,0,0,0,0,3.8447446446559246
15,3,24,15_24,panelist,low,1,0,1,0,3.5410398531648917
15,4,01,15_01,panelist,med,1,0,0,0,4.132470914532791
15,4,02,15_02,panelist,high,1,1,0,0,4.402562281924932
15,4,03,15_03,panelist,none,1,0,0,1,4.122957225150732
15,4,04,15_04,panelist,low,1,0,1,0,3.9202015817025284
15,4,05,15_05,panelist,none,1,0,0,1,4.033730393851941
15,4,06,15_06,panelist,med,1,0,0,0,4.6131240430436184
15,4,07,15_07,panelist,high,1,1,0,0,4.111242652320792
15,4,08,15_08,panelist,med,1,0,0,0,4.445519936303511
15,4,09,15_09,panelist,med,1,0,0,0,4.615435470643763
15,4,10,15_10,panelist,med,1,0,0,0,4.461610053606871
15,4,11,15_11,reviewer,high,0,1,0,0,3.527459432835289
15,4,12,15_12,reviewer,high,0,1,0,0,3.860469556750271
15,4,13,15_13,panelist,low,1,0,1,0,4.785845820037715
15,4,14,15_14,panelist,med,1,0,0,0,4.5998512393799835
15,4,15,15_15,panelist,low,1,0,1,0,4.183311211643889
15,4,16,15_16,panelist,med,1,0,0,0,4.0076211109097875
15,4,17,15_17,panelist,none,1,0,0,1,4.4656631058007
15,4,18,15_18,reviewer,med,0,0,0,0,4.153742173418643
15,4,19,15_19,panelist,low,1,0,1,0,4.107864850996185
15,4,20,15_20,panelist,none,1,0,0,1,4.680060141091896
15,4,21,15_21,panelist,med,1,0,0,0,4.403746717096965
15,4,22,15_22,panelist,high,1,1,0,0,4.429394761262672
15,4,23,15_23,panelist,high,1,1,0,0,4.033015931647494
15,4,24,15_24,panelist,med,1,0,0,0,4.256050852783898
15,5,01,15_01,panelist,high,1,1,0,0,3.5713338569452837
15,5,02,15_02,panelist,none,1,0,0,1,4.60714712249814
15,5,03,15_03,panelist,none,1,0,0,1,4.009812084559441
15,5,04,15_04,panelist,high,1,1,0,0,3.7996702053298095
15,5,05,15_05,panelist,med,1,0,0,0,3.629959266296161
15,5,06,15_06,panelist,low,1,0,1,0,4.182543868387711
15,5,07,15_07,panelist,med,1,0,0,0,3.6445059775613995
15,5,08,15_08,panelist,med,1,0,0,0,4.355909436408088
15,5,09,15_09,reviewer,low,0,0,1,0,4.474502259342052
15,5,10,15_10,panelist,med,1,0,0,0,3.9109094243280578
15,5,11,15_11,reviewer,none,0,0,0,1,3.7039935387532066
15,5,12,15_12,panelist,low,1,0,1,0,4.079987346745958
15,5,13,15_13,panelist,med,1,0,0,0,4.2348126874249115
15,5,14,15_14,panelist,med,1,0,0,0,4.204353623816273
15,5,15,15_15,panelist,none,1,0,0,1,4.291317607351906
15,5,16,15_16,panelist,med,1,0,0,0,4.001992866207311
15,5,17,15_17,panelist,high,1,1,0,0,3.845718633004957
15,5,18,15_18,reviewer,med,0,0,0,0,3.5201186976786043
15,5,19,15_19,panelist,med,1,0,0,0,3.75269268849452
15,5,20,15_20,panelist,high,1,1,0,0,3.9673624728720087
15,5,21,15_21,panelist,med,1,0,0,0,4.11247844287593
15,5,22,15_22,panelist,high,1,1,0,0,4.116128267462567
15,5,23,15_23,panelist,high,1,1,0,0,3.8581197422742743
15,5,24,15_24,panelist,low,1,0,1,0,3.5651464133214623
15,6,01,15_01,panelist,med,1,0,0,0,4.603343461003095
15,6,02,15_02,panelist,med,1,0,0,0,4.719033381620568
15,6,03,15_03,panelist,med,1,0,0,0,4.138208072762656
15,6,04,15_04,panelist,med,1,0,0,0,4.187037314987101
15,6,05,15_05,panelist,none,1,0,0,1,4.571672889116855
15,6,06,15_06,panelist,high,1,1,0,0,4.05889397222746
15,6,07,15_07,panelist,high,1,1,0,0,4.10814541973648
15,6,08,15_08,panelist,med,1,0,0,0,4.357214101399556
15,6,09,15_09,reviewer,low,0,0,1,0,4.672156172981133
15,6,10,15_10,panelist,high,1,1,0,0,4.486279371115651
15,6,11,15_11,panelist,low,1,0,1,0,3.7158420453098904
15,6,12,15_12,panelist,med,1,0,0,0,4.224000609715597
15,6,13,15_13,panelist,high,1,1,0,0,4.473752664442017
15,6,14,15_14,panelist,high,1,1,0,0,4.364786592261985
15,6,15,15_15,panelist,med,1,0,0,0,4.093801248969271
15,6,16,15_16,panelist,none,1,0,0,1,4.567133978415734
15,6,17,15_17,panelist,none,1,0,0,1,4.3931422074459405
15,6,18,15_18,panelist,high,1,1,0,0,4.387200281863529
15,6,19,15_19,panelist,none,1,0,0,1,4.147684810475588
15,6,20,15_20,panelist,low,1,0,1,0,4.318554828067454
15,6,21,15_21,panelist,med,1,0,0,0,4.293888366578723
15,6,22,15_22,reviewer,low,0,0,1,0,4.399887261131988
15,6,23,15_23,reviewer,med,0,0,0,0,4.195218242110786
15,6,24,15_24,panelist,med,1,0,0,0,3.7332224792561672
15,7,01,15_01,panelist,med,1,0,0,0,4.429494760273336
15,7,02,15_02,panelist,low,1,0,1,0,4.631800845604996
15,7,03,15_03,panelist,med,1,0,0,0,4.258920121316425
15,7,04,15_04,panelist,med,1,0,0,0,4.421169849719071
15,7,05,15_05,panelist,low,1,0,1,0,4.312415866901868
15,7,06,15_06,panelist,low,1,0,1,0,4.880499105611541
15,7,07,15_07,reviewer,high,0,1,0,0,4.420801772686829
15,7,08,15_08,panelist,none,1,0,0,1,4.768892021620511
15,7,09,15_09,panelist,med,1,0,0,0,4.798072383739378
15,7,10,15_10,panelist,med,1,0,0,0,4.276782587348337
15,7,11,15_11,panelist,med,1,0,0,0,4.495591076172062
15,7,12,15_12,panelist,none,1,0,0,1,4.669903016268053
15,7,13,15_13,panelist,med,1,0,0,0,4.804094600360744
15,7,14,15_14,panelist,med,1,0,0,0,4.792621504299667
15,7,15,15_15,panelist,high,1,1,0,0,3.93643251234122
15,7,16,15_16,panelist,low,1,0,1,0,4.449428220415308
15,7,17,15_17,reviewer,med,0,0,0,0,4.541395724527263
