cmte,app,memno,cid,job,exp,panelist,exp_high,exp_low,exp_none,consensus,deviated,deviation,score
04,8,24,04_24,panelist,low,1,0,1,0,4.466442281163693,1,-0.09625830024202998,4.370183980921663
04,9,01,04_01,panelist,med,1,0,0,0,4.831836501721779,0,0,4.831836501721779
04,9,02,04_02,panelist,low,1,0,1,0,4.831836501721779,0,0,4.831836501721779
04,9,03,04_03,panelist,low,1,0,1,0,4.831836501721779,1,0.06921918481977699,4.9
04,9,04,04_04,panelist,none,1,0,0,1,4.831836501721779,0,0,4.831836501721779
04,9,05,04_05,reviewer,none,0,0,0,1,4.831836501721779,0,0,4.831836501721779
04,9,06,04_06,panelist,high,1,1,0,0,4.831836501721779,1,-0.10645427565735081,4.725382226064428
04,9,07,04_07,reviewer,med,0,0,0,0,4.831836501721779,0,0,4.831836501721779
04,9,08,04_08,panelist,med,1,0,0,0,4.831836501721779,1,0.1099254525695174,4.9
04,9,09,04_09,panelist,med,1,0,0,0,4.831836501721779,1,0.07119336575926977,4.9
04,9,10,04_10,panelist,med,1,0,0,0,4.831836501721779,1,-0.07021430315205097,4.761622198569728
04,9,11,04_11,panelist,none,1,0,0,1,4.831836501721779,1,0.08544738689138251,4.9
04,9,12,04_12,panelist,high,1,1,0,0,4.831836501721779,0,0,4.831836501721779
04,9,13,04_13,panelist,high,1,1,0,0,4.831836501721779,0,0,4.831836501721779
04,9,14,04_14,panelist,med,1,0,0,0,4.831836501721779,1,0.22249160942196203,4.9
04,9,15,04_15,panelist,med,1,0,0,0,4.831836501721779,1,0.016666988440479452,4.848503490162258
04,9,16,04_16,panelist,low,1,0,1,0,4.831836501721779,1,-0.19596215521798188,4.635874346503797
04,9,17,04_17,reviewer,high,0,1,0,0,4.831836501721779,0,0,4.831836501721779
04,9,18,04_18,panelist,high,1,1,0,0,4.831836501721779,0,0,4.831836501721779
04,9,19,04_19,panelist,med,1,0,0,0,4.831836501721779,1,-0.1812187544588231,4.650617747262956
04,9,20,04_20,panelist,high,1,1,0,0,4.831836501721779,1,0.15110043387696667,4.9
04,9,21,04_21,panelist,med,1,0,0,0,4.831836501721779,1,-0.07205410040098528,4.759782401320794
04,9,22,04_22,panelist,low,1,0,1,0,4.831836501721779,1,-0.10349285510738904,4.728343646614389
04,9,23,04_23,panelist,med,1,0,0,0,4.831836501721779,0,0,4.831836501721779
04,9,24,04_24,panelist,none,1,0,0,1,4.831836501721779,0,0,4.831836501721779
04,10,01,04_01,panelist,high,1,1,0,0,4.132007333978752,0,0,4.132007333978752
04,10,02,04_02,panelist,med,1,0,0,0,4.132007333978752,1,-0.18446023165165865,3.947547102327093
04,10,03,04_03,panelist,med,1,0,0,0,4.132007333978752,0,0,4.132007333978752
04,10,04,04_04,panelist,med,1,0,0,0,4.132007333978752,0,0,4.132007333978752
04,10,05,04_05,panelist,med,1,0,0,0,4.132007333978752,0,0,4.132007333978752
04,10,06,04_06,panelist,none,1,0,0,1,4.132007333978752,0,0,4.132007333978752
04,10,07,04_07,panelist,none,1,0,0,1,4.132007333978752,0,0,4.132007333978752
04,10,08,04_08,panelist,high,1,1,0,0,4.132007333978752,0,0,4.132007333978752
04,10,09,04_09,panelist,low,1,0,1,0,4.132007333978752,1,0.17807797790173677,4.3100853118804885
04,10,10,04_10,reviewer,high,0,1,0,0,4.132007333978752,0,0,4.132007333978752
04,10,11,04_11,panelist,high,1,1,0,0,4.132007333978752,1,0.1101096367435561,4.242116970722308
04,10,12,04_12,panelist,none,1,0,0,1,4.132007333978752,0,0,4.132007333978752
04,10,13,04_13,panelist,med,1,0,0,0,4.132007333978752,1,-0.10135360582778709,4.0306537281509645
04,10,14,04_14,panelist,med,1,0,0,0,4.132007333978752,0,0,4.132007333978752
04,10,15,04_15,panelist,low,1,0,1,0,4.132007333978752,1,0.27855437061221344,4.4105617045909655
04,10,16,04_16,panelist,high,1,1,0,0,4.132007333978752,0,0,4.132007333978752
04,10,17,04_17,reviewer,none,0,0,0,1,4.132007333978752,1,-0.1032594638101106,4.028747870168641
04,10,18,04_18,panelist,high,1,1,0,0,4.132007333978752,0,0,4.132007333978752
04,10,19,04_19,panelist,med,1,0,0,0,4.132007333978752,1,-0.07474061604886534,4.0572667179298865
04,10,20,04_20,reviewer,low,0,0,1,0,4.132007333978752,1,0.10569269457992066,4.237700028558673
04,10,21,04_21,panelist,low,1,0,1,0,4.132007333978752,0,0,4.132007333978752
04,10,22,04_22,panelist,med,1,0,0,0,4.132007333978752,0,0,4.132007333978752
04,10,23,04_23,panelist,med,1,0,0,0,4.132007333978752,1,-0.23650779739521555,3.8954995365835363
04,10,24,04_24,panelist,med,1,0,0,0,4.132007333978752,1,0.049511025152586645,4.1815183591313385
04,11,01,04_01,panelist,high,1,1,0,0,3.6640980618826666,1,0.21097066388435304,3.8750687257670196
04,11,02,04_02,panelist,none,1,0,0,1,3.6640980618826666,0,0,3.6640980618826666
04,11,03,04_03,panelist,med,1,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,04,04_04,panelist,high,1,1,0,0,3.6640980618826666,1,0.05826804944019942,3.722366111322866
04,11,05,04_05,panelist,med,1,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,06,04_06,reviewer,low,0,0,1,0,3.6640980618826666,0,0,3.6640980618826666
04,11,07,04_07,panelist,med,1,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,08,04_08,panelist,med,1,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,09,04_09,reviewer,med,0,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,10,04_10,panelist,high,1,1,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,11,04_11,panelist,high,1,1,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,12,04_12,panelist,low,1,0,1,0,3.6640980618826666,1,-0.1412040786074764,3.52289398327519
04,11,13,04_13,panelist,med,1,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,14,04_14,panelist,none,1,0,0,1,3.6640980618826666,1,-0.04211089674599213,3.6219871651366744
04,11,15,04_15,reviewer,high,0,1,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,16,04_16,panelist,med,1,0,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,17,04_17,panelist,med,1,0,0,0,3.6640980618826666,1,-0.24279909633736957,3.5
04,11,18,04_18,panelist,high,1,1,0,0,3.6640980618826666,0,0,3.6640980618826666
04,11,19,04_19,panelist,none,1,0,0,1,3.6640980618826666,0,0,3.6640980618826666
04,11,20,04_20,panelist,low,1,0,1,0,3.6640980618826666,0,0,3.6640980618826666
04,11,21,04_21,panelist,med,1,0,0,0,3.6640980618826666,1,-0.27504029415865894,3.5
04,11,22,04_22,panelist,low,1,0,1,0,3.6640980618826666,0,0,3.6640980618826666
04,11,23,04_23,panelist,med,1,0,0,0,3.6640980618826666,1,0.22066587302278765,3.8847639349054544
04,11,24,04_24,panelist,none,1,0,0,1,3.6640980618826666,1,-0.05506280220107809,3.6090352596815887
04,12,01,04_01,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,02,04_02,panelist,high,1,1,0,0,4.144063174326811,0,0,4.144063174326811
04,12,03,04_03,panelist,low,1,0,1,0,4.144063174326811,0,0,4.144063174326811
04,12,04,04_04,panelist,none,1,0,0,1,4.144063174326811,1,-0.21299850898598433,3.9310646653408265
04,12,05,04_05,panelist,none,1,0,0,1,4.144063174326811,0,0,4.144063174326811
04,12,06,04_06,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,07,04_07,panelist,low,1,0,1,0,4.144063174326811,1,-0.3773997468537366,3.766663427473074
04,12,08,04_08,panelist,low,1,0,1,0,4.144063174326811,1,-0.14099695703386536,4.003066217292946
04,12,09,04_09,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,10,04_10,panelist,low,1,0,1,0,4.144063174326811,0,0,4.144063174326811
04,12,11,04_11,reviewer,high,0,1,0,0,4.144063174326811,0,0,4.144063174326811
04,12,12,04_12,panelist,none,1,0,0,1,4.144063174326811,1,0.00408072473570908,4.14814389906252
04,12,13,04_13,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,14,04_14,reviewer,med,0,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,15,04_15,panelist,high,1,1,0,0,4.144063174326811,0,0,4.144063174326811
04,12,16,04_16,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,17,04_17,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,18,04_18,panelist,med,1,0,0,0,4.144063174326811,1,-0.0375316074350429,4.106531566891768
04,12,19,04_19,panelist,high,1,1,0,0,4.144063174326811,0,0,4.144063174326811
04,12,20,04_20,panelist,high,1,1,0,0,4.144063174326811,0,0,4.144063174326811
04,12,21,04_21,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,12,22,04_22,reviewer,none,0,0,0,1,4.144063174326811,0,0,4.144063174326811
04,12,23,04_23,panelist,high,1,1,0,0,4.144063174326811,0,0,4.144063174326811
04,12,24,04_24,panelist,med,1,0,0,0,4.144063174326811,0,0,4.144063174326811
04,13,01,04_01,panelist,med,1,0,0,0,4.722988183277905,1,0.031529318559073885,4.754517501836979
04,13,02,04_02,panelist,med,1,0,0,0,4.722988183277905,0,0,4.722988183277905
04,13,03,04_03,panelist,med,1,0,0,0,4.722988183277905,0,0,4.722988183277905
04,13,04,04_04,reviewer,none,0,0,0,1,4.722988183277905,0,0,4.722988183277905
04,13,05,04_05,panelist,med,1,0,0,0,4.722988183277905,1,-0.010873454819409219,4.712114728458496
04,13,06,04_06,panelist,low,1,0,1,0,4.722988183277905,0,0,4.722988183277905
04,13,07,04_07,panelist,high,1,1,0,0,4.722988183277905,0,0,4.722988183277905
04,13,08,04_08,reviewer,low,0,0,1,0,4.722988183277905,1,0.26328721281695,4.9
04,13,09,04_09,panelist,low,1,0,1,0,4.722988183277905,1,-0.10400887561032686,4.618979307667578
04,13,10,04_10,panelist,low,1,0,1,0,4.722988183277905,0,0,4.722988183277905
04,13,11,04_11,panelist,med,1,0,0,0,4.722988183277905,0,0,4.722988183277905
04,13,12,04_12,panelist,med,1,0,0,0,4.722988183277905,0,0,4.722988183277905
04,13,13,04_13,panelist,high,1,1,0,0,4.722988183277905,1,0.024949153286333965,4.747937336564239
04,13,14,04_14,panelist,high,1,1,0,0,4.722988183277905,0,0,4.722988183277905
04,13,15,04_15,panelist,med,1,0,0,0,4.722988183277905,1,-0.2526028138869814,4.4703853693909235
04,13,16,04_16,reviewer,none,0,0,0,1,4.722988183277905,1,0.42216437946911195,4.9
04,13,17,04_17,panelist,none,1,0,0,1,4.722988183277905,0,0,4.722988183277905
04,13,18,04_18,panelist,high,1,1,0,0,4.722988183277905,0,0,4.722988183277905
04,13,19,04_19,panelist,med,1,0,0,0,4.722988183277905,1,0.2944040907157506,4.9
04,13,20,04_20,panelist,none,1,0,0,1,4.722988183277905,1,-0.1544163959137729,4.568571787364132
04,13,21,04_21,panelist,med,1,0,0,0,4.722988183277905,0,0,4.722988183277905
04,13,22,04_22,panelist,high,1,1,0,0,4.722988183277905,0,0,4.722988183277905
04,13,23,04_23,panelist,med,1,0,0,0,4.722988183277905,1,0.24294472612804427,4.9
04,13,24,04_24,panelist,high,1,1,0,0,4.722988183277905,0,0,4.722988183277905
04,14,01,04_01,panelist,med,1,0,0,0,4.2537620245512855,1,0.16695317808256577,4.420715202633851
04,14,02,04_02,panelist,none,1,0,0,1,4.2537620245512855,1,0.11392391354057836,4.367685938091864
04,14,03,04_03,panelist,none,1,0,0,1,4.2537620245512855,0,0,4.2537620245512855
04,14,04,04_04,panelist,med,1,0,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,05,04_05,panelist,med,1,0,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,06,04_06,panelist,med,1,0,0,0,4.2537620245512855,1,-0.1419359479369807,4.111826076614305
04,14,07,04_07,reviewer,high,0,1,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,08,04_08,reviewer,high,0,1,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,09,04_09,panelist,none,1,0,0,1,4.2537620245512855,1,0.22606742405877323,4.479829448610059
04,14,10,04_10,panelist,high,1,1,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,11,04_11,panelist,none,1,0,0,1,4.2537620245512855,1,0.31555826084497296,4.569320285396259
04,14,12,04_12,panelist,low,1,0,1,0,4.2537620245512855,0,0,4.2537620245512855
04,14,13,04_13,panelist,med,1,0,0,0,4.2537620245512855,1,-0.08434074629774159,4.169421278253544
04,14,14,04_14,reviewer,high,0,1,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,15,04_15,panelist,med,1,0,0,0,4.2537620245512855,1,-0.012031418800240614,4.241730605751044
04,14,16,04_16,panelist,med,1,0,0,0,4.2537620245512855,1,0.15670009276177052,4.410462117313056
04,14,17,04_17,panelist,low,1,0,1,0,4.2537620245512855,0,0,4.2537620245512855
04,14,18,04_18,panelist,med,1,0,0,0,4.2537620245512855,1,-0.09797081642035689,4.155791208130928
04,14,19,04_19,panelist,high,1,1,0,0,4.2537620245512855,0,0,4.2537620245512855
04,14,20,04_20,panelist,high,1,1,0,0,4.2537620245512855,1,0.011826254529284973,4.26558827908057
04,14,21,04_21,panelist,low,1,0,1,0,4.2537620245512855,0,0,4.2537620245512855
04,14,22,04_22,panelist,med,1,0,0,0,4.2537620245512855,1,0.31785901751543105,4.571621042066717
04,14,23,04_23,panelist,low,1,0,1,0,4.2537620245512855,0,0,4.2537620245512855
04,14,24,04_24,panelist,med,1,0,0,0,4.2537620245512855,0,0,4.2537620245512855
04,15,01,04_01,panelist,med,1,0,0,0,4.152840900039562,1,-0.08560648624820479,4.067234413791358
04,15,02,04_02,panelist,low,1,0,1,0,4.152840900039562,1,-0.1406359917526015,4.012204908286961
04,15,03,04_03,panelist,high,1,1,0,0,4.152840900039562,0,0,4.152840900039562
04,15,04,04_04,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,05,04_05,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,06,04_06,reviewer,none,0,0,0,1,4.152840900039562,1,-0.0801170776580066,4.072723822381556
04,15,07,04_07,reviewer,med,0,0,0,0,4.152840900039562,1,-0.08029975664989454,4.072541143389667
04,15,08,04_08,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,09,04_09,panelist,none,1,0,0,1,4.152840900039562,1,-0.19121436099412165,3.9616265390454406
04,15,10,04_10,panelist,low,1,0,1,0,4.152840900039562,1,-0.3171591483666427,3.8356817516729196
04,15,11,04_11,panelist,high,1,1,0,0,4.152840900039562,0,0,4.152840900039562
04,15,12,04_12,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,13,04_13,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,14,04_14,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,15,04_15,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,16,04_16,reviewer,high,0,1,0,0,4.152840900039562,0,0,4.152840900039562
04,15,17,04_17,panelist,high,1,1,0,0,4.152840900039562,0,0,4.152840900039562
04,15,18,04_18,panelist,low,1,0,1,0,4.152840900039562,1,-0.08594866898020252,4.066892231059359
04,15,19,04_19,panelist,high,1,1,0,0,4.152840900039562,0,0,4.152840900039562
04,15,20,04_20,panelist,none,1,0,0,1,4.152840900039562,1,-0.044976524588300815,4.107864375451261
04,15,21,04_21,panelist,med,1,0,0,0,4.152840900039562,0,0,4.152840900039562
04,15,22,04_22,panelist,low,1,0,1,0,4.152840900039562,1,0.031579822275939536,4.184420722315502
04,15,23,04_23,panelist,high,1,1,0,0,4.152840900039562,0,0,4.152840900039562
04,15,24,04_24,panelist,none,1,0,0,1,4.152840900039562,1,-0.1690980069404409,3.983742893099121
05,1,01,05_01,panelist,high,1,1,0,0,3.735643949516277,1,-0.11694305288595194,3.618700896630325
05,1,02,05_02,panelist,med,1,0,0,0,3.735643949516277,1,0.08767997698633644,3.8233239265026135
05,1,03,05_03,panelist,med,1,0,0,0,3.735643949516277,1,0.10603936958273913,3.8416833190990163
05,1,04,05_04,panelist,high,1,1,0,0,3.735643949516277,1,-0.06179106098331663,3.6738528885329607
05,1,05,05_05,reviewer,med,0,0,0,0,3.735643949516277,0,0,3.735643949516277
05,1,06,05_06,panelist,high,1,1,0,0,3.735643949516277,0,0,3.735643949516277
05,1,07,05_07,panelist,med,1,0,0,0,3.735643949516277,0,0,3.735643949516277
05,1,08,05_08,panelist,none,1,0,0,1,3.735643949516277,0,0,3.735643949516277
05,1,09,05_09,panelist,med,1,0,0,0,3.735643949516277,0,0,3.735643949516277
05,1,10,05_10,panelist,low,1,0,1,0,3.735643949516277,1,-0.3353967162764045,3.5
05,1,11,05_11,panelist,high,1,1,0,0,3.735643949516277,0,0,3.735643949516277
05,1,12,05_12,panelist,none,1,0,0,1,3.735643949516277,0,0,3.735643949516277
05,1,13,05_13,panelist,none,1,0,0,1,3.735643949516277,0,0,3.735643949516277
05,1,14,05_14,panelist,low,1,0,1,0,3.735643949516277,0,0,3.735643949516277
05,1,15,05_15,panelist,med,1,0,0,0,3.735643949516277,1,-0.13751666824172976,3.5981272812745475
05,1,16,05_16,panelist,high,1,1,0,0,3.735643949516277,0,0,3.735643949516277
05,1,17,05_17,panelist,med,1,0,0,0,3.735643949516277,0,0,3.735643949516277
05,1,18,05_18,panelist,low,1,0,1,0,3.735643949516277,1,0.17326410495206337,3.9089080544683408
05,1,19,05_19,reviewer,low,0,0,1,0,3.735643949516277,0,0,3.735643949516277
05,1,20,05_20,panelist,high,1,1,0,0,3.735643949516277,0,0,3.735643949516277
05,1,21,05_21,reviewer,med,0,0,0,0,3.735643949516277,1,0.13772437952013897,3.873368329036416
05,1,22,05_22,panelist,none,1,0,0,1,3.735643949516277,0,0,3.735643949516277
05,1,23,05_23,panelist,med,1,0,0,0,3.735643949516277,0,0,3.735643949516277
05,1,24,05_24,panelist,med,1,0,0,0,3.735643949516277,1,-0.30652343624416434,3.5
05,2,01,05_01,panelist,low,1,0,1,0,4.590172275173488,1,0.1559207087921863,4.746092983965674
05,2,02,05_02,panelist,med,1,0,0,0,4.590172275173488,1,0.18384969444382074,4.774021969617309
05,2,03,05_03,reviewer,high,0,1,0,0,4.590172275173488,0,0,4.590172275173488
05,2,04,05_04,panelist,high,1,1,0,0,4.590172275173488,1,0.04219588535805081,4.632368160531539
05,2,05,05_05,reviewer,none,0,0,0,1,4.590172275173488,1,-0.06173447001650666,4.528437805156981
05,2,06,05_06,panelist,low,1,0,1,0,4.590172275173488,0,0,4.590172275173488
05,2,07,05_07,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,08,05_08,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,09,05_09,panelist,none,1,0,0,1,4.590172275173488,0,0,4.590172275173488
05,2,10,05_10,panelist,low,1,0,1,0,4.590172275173488,0,0,4.590172275173488
05,2,11,05_11,reviewer,low,0,0,1,0,4.590172275173488,0,0,4.590172275173488
05,2,12,05_12,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,13,05_13,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,14,05_14,panelist,none,1,0,0,1,4.590172275173488,1,0.04476445140088613,4.634936726574375
05,2,15,05_15,panelist,none,1,0,0,1,4.590172275173488,0,0,4.590172275173488
05,2,16,05_16,panelist,high,1,1,0,0,4.590172275173488,1,-0.10999729579329069,4.480174979380197
05,2,17,05_17,panelist,high,1,1,0,0,4.590172275173488,0,0,4.590172275173488
05,2,18,05_18,panelist,high,1,1,0,0,4.590172275173488,0,0,4.590172275173488
05,2,19,05_19,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,20,05_20,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,21,05_21,panelist,med,1,0,0,0,4.590172275173488,1,-0.07948991157507895,4.510682363598409
05,2,22,05_22,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,23,05_23,panelist,med,1,0,0,0,4.590172275173488,0,0,4.590172275173488
05,2,24,05_24,panelist,high,1,1,0,0,4.590172275173488,0,0,4.590172275173488
05,3,01,05_01,panelist,med,1,0,0,0,3.519048553050302,1,-0.09468223120113706,3.5
05,3,02,05_02,panelist,none,1,0,0,1,3.519048553050302,1,-0.13766018078969222,3.5
05,3,03,05_03,panelist,high,1,1,0,0,3.519048553050302,0,0,3.519048553050302
05,3,04,05_04,reviewer,med,0,0,0,0,3.519048553050302,1,-0.17054283071654883,3.5
05,3,05,05_05,panelist,low,1,0,1,0,3.519048553050302,0,0,3.519048553050302
05,3,06,05_06,panelist,low,1,0,1,0,3.519048553050302,0,0,3.519048553050302
05,3,07,05_07,panelist,high,1,1,0,0,3.519048553050302,0,0,3.519048553050302
05,3,08,05_08,panelist,med,1,0,0,0,3.519048553050302,0,0,3.519048553050302
05,3,09,05_09,panelist,none,1,0,0,1,3.519048553050302,1,0.10130622825170006,3.620354781302002
05,3,10,05_10,panelist,none,1,0,0,1,3.519048553050302,1,-0.03549956838230535,3.5
05,3,11,05_11,reviewer,high,0,1,0,0,3.519048553050302,0,0,3.519048553050302
05,3,12,05_12,panelist,high,1,1,0,0,3.519048553050302,1,-0.1708668943998727,3.5
05,3,13,05_13,panelist,low,1,0,1,0,3.519048553050302,0,0,3.519048553050302
05,3,14,05_14,panelist,none,1,0,0,1,3.519048553050302,0,0,3.519048553050302
05,3,15,05_15,reviewer,med,0,0,0,0,3.519048553050302,1,-0.018674462111737934,3.500374090938564
05,3,16,05_16,panelist,high,1,1,0,0,3.519048553050302,0,0,3.519048553050302
05,3,17,05_17,panelist,med,1,0,0,0,3.519048553050302,1,0.09610239794493147,3.6151509509952335
05,3,18,05_18,panelist,med,1,0,0,0,3.519048553050302,1,-1.6948411367250212e-4,3.51887906893663
05,3,19,05_19,panelist,med,1,0,0,0,3.519048553050302,0,0,3.519048553050302
05,3,20,05_20,panelist,med,1,0,0,0,3.519048553050302,1,0.17033174947654214,3.6893803025268443
05,3,21,05_21,panelist,med,1,0,0,0,3.519048553050302,0,0,3.519048553050302
05,3,22,05_22,panelist,high,1,1,0,0,3.519048553050302,0,0,3.519048553050302
05,3,23,05_23,panelist,med,1,0,0,0,3.519048553050302,0,0,3.519048553050302
05,3,24,05_24,panelist,low,1,0,1,0,3.519048553050302,0,0,3.519048553050302
05,4,01,05_01,panelist,none,1,0,0,1,3.693700256320583,1,-0.02328788883015238,3.6704123674904308
05,4,02,05_02,panelist,med,1,0,0,0,3.693700256320583,1,0.16875159716138258,3.8624518534819656
05,4,03,05_03,panelist,high,1,1,0,0,3.693700256320583,0,0,3.693700256320583
05,4,04,05_04,panelist,med,1,0,0,0,3.693700256320583,0,0,3.693700256320583
05,4,05,05_05,panelist,none,1,0,0,1,3.693700256320583,1,-0.31387310848929534,3.5
05,4,06,05_06,panelist,high,1,1,0,0,3.693700256320583,0,0,3.693700256320583
05,4,07,05_07,reviewer,none,0,0,0,1,3.693700256320583,0,0,3.693700256320583
05,4,08,05_08,panelist,med,1,0,0,0,3.693700256320583,0,0,3.693700256320583
05,4,09,05_09,panelist,high,1,1,0,0,3.693700256320583,1,-0.17069472273419453,3.523005533586389
05,4,10,05_10,panelist,med,1,0,0,0,3.693700256320583,0,0,3.693700256320583
05,4,11,05_11,panelist,low,1,0,1,0,3.693700256320583,0,0,3.693700256320583
05,4,12,05_12,panelist,high,1,1,0,0,3.693700256320583,1,-0.05777927181448711,3.6359209845060962
05,4,13,05_13,panelist,med,1,0,0,0,3.693700256320583,1,0.10334886452557313,3.7970491208461565
05,4,14,05_14,panelist,med,1,0,0,0,3.693700256320583,1,0.14391016517401256,3.837610421494596
05,4,15,05_15,panelist,low,1,0,1,0,3.693700256320583,0,0,3.693700256320583
05,4,16,05_16,panelist,high,1,1,0,0,3.693700256320583,0,0,3.693700256320583
05,4,17,05_17,panelist,high,1,1,0,0,3.693700256320583,0,0,3.693700256320583
05,4,18,05_18,reviewer,med,0,0,0,0,3.693700256320583,0,0,3.693700256320583
05,4,19,05_19,panelist,med,1,0,0,0,3.693700256320583,1,0.16093812772720192,3.854638384047785
05,4,20,05_20,reviewer,none,0,0,0,1,3.693700256320583,1,-0.06267694691539884,3.6310233094051845
05,4,21,05_21,panelist,med,1,0,0,0,3.693700256320583,0,0,3.693700256320583
05,4,22,05_22,panelist,low,1,0,1,0,3.693700256320583,1,0.09678375402870296,3.790484010349286
05,4,23,05_23,panelist,med,1,0,0,0,3.693700256320583,0,0,3.693700256320583
05,4,24,05_24,panelist,low,1,0,1,0,3.693700256320583,0,0,3.693700256320583
05,5,01,05_01,panelist,med,1,0,0,0,3.601322357976133,1,-0.017957192436712087,3.583365165539421
05,5,02,05_02,panelist,none,1,0,0,1,3.601322357976133,1,0.10302188179565937,3.704344239771792
05,5,03,05_03,panelist,high,1,1,0,0,3.601322357976133,0,0,3.601322357976133
05,5,04,05_04,panelist,low,1,0,1,0,3.601322357976133,1,0.20208310948713026,3.8034054674632634
05,5,05,05_05,panelist,high,1,1,0,0,3.601322357976133,0,0,3.601322357976133
05,5,06,05_06,panelist,med,1,0,0,0,3.601322357976133,1,0.2586908170957966,3.8600131750719293
05,5,07,05_07,panelist,med,1,0,0,0,3.601322357976133,0,0,3.601322357976133
05,5,08,05_08,panelist,med,1,0,0,0,3.601322357976133,1,-0.04245683847332239,3.5588655195028105
05,5,09,05_09,panelist,none,1,0,0,1,3.601322357976133,1,0.12613220039848363,3.7274545583746166
05,5,10,05_10,panelist,low,1,0,1,0,3.601322357976133,1,0.28744664811766224,3.888769006093795
05,5,11,05_11,panelist,low,1,0,1,0,3.601322357976133,0,0,3.601322357976133
05,5,12,05_12,panelist,none,1,0,0,1,3.601322357976133,0,0,3.601322357976133
05,5,13,05_13,panelist,med,1,0,0,0,3.601322357976133,0,0,3.601322357976133
05,5,14,05_14,panelist,low,1,0,1,0,3.601322357976133,0,0,3.601322357976133
05,5,15,05_15,panelist,med,1,0,0,0,3.601322357976133,1,-0.272616599658251,3.5
05,5,16,05_16,panelist,med,1,0,0,0,3.601322357976133,0,0,3.601322357976133
05,5,17,05_17,reviewer,none,0,0,0,1,3.601322357976133,1,-0.03880790432813479,3.562514453647998
05,5,18,05_18,panelist,med,1,0,0,0,3.601322357976133,0,0,3.601322357976133
05,5,19,05_19,reviewer,high,0,1,0,0,3.601322357976133,0,0,3.601322357976133
05,5,20,05_20,panelist,high,1,1,0,0,3.601322357976133,1,0.06013440877505973,3.6614567667511926
05,5,21,05_21,panelist,high,1,1,0,0,3.601322357976133,0,0,3.601322357976133
05,5,22,05_22,panelist,med,1,0,0,0,3.601322357976133,0,0,3.601322357976133
05,5,23,05_23,panelist,high,1,1,0,0,3.601322357976133,0,0,3.601322357976133
05,5,24,05_24,reviewer,med,0,0,0,0,3.601322357976133,0,0,3.601322357976133
05,6,01,05_01,panelist,med,1,0,0,0,4.186205840133087,1,0.13181456212086842,4.318020402253955
05,6,02,05_02,panelist,med,1,0,0,0,4.186205840133087,0,0,4.186205840133087
05,6,03,05_03,reviewer,med,0,0,0,0,4.186205840133087,0,0,4.186205840133087
05,6,04,05_04,reviewer,high,0,1,0,0,4.186205840133087,0,0,4.186205840133087
05,6,05,05_05,panelist,low,1,0,1,0,4.186205840133087,0,0,4.186205840133087
05,6,06,05_06,panelist,high,1,1,0,0,4.186205840133087,0,0,4.186205840133087
