cmte,app,memno,cid,job,exp,init_score,gender,career_stage,consensus,panelist,exp_high,exp_low,exp_none,female,early_career,deviated,deviation,score
14,11,19,14_19,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,0,0,4.1
14,11,20,14_20,panelist,high,NA,female,established,4.1,1,1,0,0,1,0,0,0,4.1
14,11,21,14_21,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,-0.2,3.9
14,11,22,14_22,panelist,low,NA,female,established,4.1,1,0,1,0,1,0,1,-0.2,3.9
14,11,23,14_23,panelist,low,NA,female,established,4.1,1,0,1,0,1,0,0,0,4.1
14,11,24,14_24,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,0,0,4.1
14,13,01,14_01,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,-0.2,3.7
14,13,02,14_02,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,-0.2,3.7
14,13,03,14_03,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,13,04,14_04,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,-0.1,3.8
14,13,05,14_05,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,13,06,14_06,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,0.1,4
14,13,07,14_07,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,13,08,14_08,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
14,13,09,14_09,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,0,0,3.9
14,13,10,14_10,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.2,3.7
14,13,11,14_11,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,-0.2,3.7
14,13,12,14_12,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,13,13,14_13,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,0.2,4.1
14,13,14,14_14,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,1,0.1,4
14,13,15,14_15,reviewer,low,3.7,female,early,3.9,0,0,1,0,1,1,0,0,3.9
14,13,16,14_16,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.2,3.7
14,13,17,14_17,reviewer,med,4,female,early,3.9,0,0,0,0,1,1,1,0.1,4
14,13,18,14_18,reviewer,high,4,female,early,3.9,0,1,0,0,1,1,1,0.3,4.2
14,13,19,14_19,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,0,0,3.9
14,13,20,14_20,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,0.1,4
14,13,21,14_21,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,13,22,14_22,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,1,-0.2,3.7
14,13,23,14_23,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,-0.1,3.8
14,13,24,14_24,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.1,3.8
14,17,01,14_01,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,1,-0.2,4.2
14,17,02,14_02,panelist,none,NA,female,early,4.4,1,0,0,1,1,1,1,-0.1,4.3
14,17,03,14_03,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,1,0.2,4.6
14,17,04,14_04,panelist,none,NA,female,early,4.4,1,0,0,1,1,1,1,-0.1,4.3
14,17,05,14_05,panelist,high,NA,female,early,4.4,1,1,0,0,1,1,1,0.3,4.7
14,17,06,14_06,panelist,high,NA,female,early,4.4,1,1,0,0,1,1,0,0,4.4
14,17,07,14_07,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,0,0,4.4
14,17,08,14_08,panelist,low,NA,female,early,4.4,1,0,1,0,1,1,0,0,4.4
14,17,09,14_09,panelist,high,NA,female,early,4.4,1,1,0,0,1,1,0,0,4.4
14,17,10,14_10,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,0,0,4.4
14,17,11,14_11,panelist,none,NA,female,early,4.4,1,0,0,1,1,1,1,0.1,4.5
14,17,12,14_12,panelist,high,NA,female,early,4.4,1,1,0,0,1,1,0,0,4.4
14,17,13,14_13,reviewer,high,4.4,female,early,4.4,0,1,0,0,1,1,0,0,4.4
14,17,14,14_14,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,0,0,4.4
14,17,15,14_15,panelist,low,NA,female,early,4.4,1,0,1,0,1,1,1,-0.3,4.1
14,17,16,14_16,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,0,0,4.4
14,17,17,14_17,panelist,none,NA,female,early,4.4,1,0,0,1,1,1,1,0.1,4.5
14,17,18,14_18,panelist,high,NA,female,early,4.4,1,1,0,0,1,1,0,0,4.4
14,17,19,14_19,reviewer,med,4.4,female,early,4.4,0,0,0,0,1,1,0,0,4.4
14,17,20,14_20,reviewer,low,4.3,female,early,4.4,0,0,1,0,1,1,1,0.2,4.6
14,17,21,14_21,panelist,low,NA,female,early,4.4,1,0,1,0,1,1,1,0.1,4.5
14,17,22,14_22,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,1,0.1,4.5
14,17,23,14_23,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,0,0,4.4
14,17,24,14_24,panelist,med,NA,female,early,4.4,1,0,0,0,1,1,1,-0.3,4.1
14,18,01,14_01,panelist,none,NA,female,established,3.7,1,0,0,1,1,0,0,0,3.7
14,18,02,14_02,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,0,0,3.7
14,18,03,14_03,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,1,0.1,3.8
14,18,04,14_04,panelist,high,NA,female,established,3.7,1,1,0,0,1,0,1,-0.1,3.6
14,18,05,14_05,panelist,high,NA,female,established,3.7,1,1,0,0,1,0,0,0,3.7
14,18,06,14_06,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,0,0,3.7
14,18,07,14_07,panelist,high,NA,female,established,3.7,1,1,0,0,1,0,1,-0.1,3.6
14,18,08,14_08,panelist,none,NA,female,established,3.7,1,0,0,1,1,0,1,-0.1,3.6
14,18,09,14_09,panelist,low,NA,female,established,3.7,1,0,1,0,1,0,0,0,3.7
14,18,10,14_10,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,0,0,3.7
14,18,11,14_11,panelist,none,NA,female,established,3.7,1,0,0,1,1,0,1,0.2,3.9
14,18,12,14_12,reviewer,med,3.9,female,established,3.7,0,0,0,0,1,0,0,0,3.7
14,18,13,14_13,reviewer,med,3.6,female,established,3.7,0,0,0,0,1,0,0,0,3.7
14,18,14,14_14,panelist,none,NA,female,established,3.7,1,0,0,1,1,0,0,0,3.7
14,18,15,14_15,panelist,high,NA,female,established,3.7,1,1,0,0,1,0,0,0,3.7
14,18,16,14_16,panelist,low,NA,female,established,3.7,1,0,1,0,1,0,1,-0.2,3.5
14,18,17,14_17,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,1,-0.1,3.6
14,18,18,14_18,panelist,high,NA,female,established,3.7,1,1,0,0,1,0,1,0.1,3.8
14,18,19,14_19,panelist,low,NA,female,established,3.7,1,0,1,0,1,0,1,0.2,3.9
14,18,20,14_20,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,0,0,3.7
14,18,21,14_21,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,0,0,3.7
14,18,22,14_22,reviewer,low,3.5,female,established,3.7,0,0,1,0,1,0,1,0.2,3.9
14,18,23,14_23,panelist,high,NA,female,established,3.7,1,1,0,0,1,0,1,0.1,3.8
14,18,24,14_24,panelist,med,NA,female,established,3.7,1,0,0,0,1,0,0,0,3.7
14,23,01,14_01,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,0,0,4.5
14,23,02,14_02,panelist,high,NA,female,established,4.5,1,1,0,0,1,0,1,-0.1,4.4
14,23,03,14_03,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,0,0,4.5
14,23,04,14_04,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,0,0,4.5
14,23,05,14_05,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,0,0,4.5
14,23,06,14_06,panelist,high,NA,female,established,4.5,1,1,0,0,1,0,1,-0.1,4.4
14,23,07,14_07,reviewer,med,4.8,female,established,4.5,0,0,0,0,1,0,0,0,4.5
14,23,08,14_08,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,1,-0.2,4.3
14,23,09,14_09,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,1,0.1,4.6
14,23,10,14_10,panelist,high,NA,female,established,4.5,1,1,0,0,1,0,0,0,4.5
14,23,11,14_11,panelist,none,NA,female,established,4.5,1,0,0,1,1,0,0,0,4.5
14,23,12,14_12,panelist,low,NA,female,established,4.5,1,0,1,0,1,0,1,-0.2,4.3
14,23,13,14_13,panelist,none,NA,female,established,4.5,1,0,0,1,1,0,0,0,4.5
14,23,14,14_14,panelist,high,NA,female,established,4.5,1,1,0,0,1,0,0,0,4.5
14,23,15,14_15,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,0,0,4.5
14,23,16,14_16,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,1,-0.2,4.3
14,23,17,14_17,panelist,none,NA,female,established,4.5,1,0,0,1,1,0,1,-0.1,4.4
14,23,18,14_18,panelist,none,NA,female,established,4.5,1,0,0,1,1,0,1,0.2,4.7
14,23,19,14_19,panelist,high,NA,female,established,4.5,1,1,0,0,1,0,1,0.2,4.7
14,23,20,14_20,reviewer,low,4,female,established,4.5,0,0,1,0,1,0,1,0.1,4.6
14,23,21,14_21,panelist,low,NA,female,established,4.5,1,0,1,0,1,0,0,0,4.5
14,23,22,14_22,panelist,high,NA,female,established,4.5,1,1,0,0,1,0,0,0,4.5
14,23,23,14_23,reviewer,low,4.7,female,established,4.5,0,0,1,0,1,0,1,0.1,4.6
14,23,24,14_24,panelist,med,NA,female,established,4.5,1,0,0,0,1,0,0,0,4.5
14,24,01,14_01,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,24,02,14_02,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,-0.2,3.6
14,24,03,14_03,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,0.1,3.9
14,24,04,14_04,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,24,05,14_05,reviewer,low,3.6,female,established,3.8,0,0,1,0,1,0,0,0,3.8
14,24,06,14_06,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,24,07,14_07,panelist,none,NA,female,established,3.8,1,0,0,1,1,0,1,-0.1,3.7
14,24,08,14_08,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,0,0,3.8
14,24,09,14_09,reviewer,none,3.6,female,established,3.8,0,0,0,1,1,0,0,0,3.8
14,24,10,14_10,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,1,0.3,4.1
14,24,11,14_11,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,0.1,3.9
14,24,12,14_12,panelist,none,NA,female,established,3.8,1,0,0,1,1,0,1,-0.1,3.7
14,24,13,14_13,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,24,14,14_14,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,1,-0.2,3.6
14,24,15,14_15,panelist,low,NA,female,established,3.8,1,0,1,0,1,0,1,-0.1,3.7
14,24,16,14_16,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,0,0,3.8
14,24,17,14_17,panelist,none,NA,female,established,3.8,1,0,0,1,1,0,0,0,3.8
14,24,18,14_18,panelist,low,NA,female,established,3.8,1,0,1,0,1,0,1,-0.2,3.6
14,24,19,14_19,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,24,20,14_20,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,0,0,3.8
14,24,21,14_21,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,0,0,3.8
14,24,22,14_22,reviewer,low,4.1,female,established,3.8,0,0,1,0,1,0,0,0,3.8
14,24,23,14_23,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,0.2,4
14,24,24,14_24,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,25,01,14_01,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.1,3.8
14,25,02,14_02,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,1,-0.3,3.6
14,25,03,14_03,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,25,04,14_04,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,-0.1,3.8
14,25,05,14_05,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,0,0,3.9
14,25,06,14_06,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,0.1,4
14,25,07,14_07,reviewer,med,4.1,female,early,3.9,0,0,0,0,1,1,1,0.1,4
14,25,08,14_08,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,0.1,4
14,25,09,14_09,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.1,3.8
14,25,10,14_10,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,0.3,4.2
14,25,11,14_11,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
14,25,12,14_12,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,-0.2,3.7
14,25,13,14_13,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,-0.2,3.7
14,25,14,14_14,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
14,25,15,14_15,reviewer,med,3.6,female,early,3.9,0,0,0,0,1,1,0,0,3.9
14,25,16,14_16,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,0,0,3.9
14,25,17,14_17,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
14,25,18,14_18,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
14,25,19,14_19,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,-0.1,3.8
14,25,20,14_20,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,0.1,4
14,25,21,14_21,reviewer,low,3.9,female,early,3.9,0,0,1,0,1,1,1,0.2,4.1
14,25,22,14_22,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,25,23,14_23,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,1,0.1,4
14,25,24,14_24,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
14,28,01,14_01,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
14,28,02,14_02,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
14,28,03,14_03,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
14,28,04,14_04,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,0,0,4.2
14,28,05,14_05,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,0,0,4.2
14,28,06,14_06,reviewer,low,4,male,established,4.2,0,0,1,0,0,0,0,0,4.2
14,28,07,14_07,reviewer,high,4.5,male,established,4.2,0,1,0,0,0,0,1,0.1,4.3
14,28,08,14_08,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,1,-0.3,3.9
14,28,09,14_09,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,1,0.1,4.3
14,28,10,14_10,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
14,28,11,14_11,reviewer,med,4.2,male,established,4.2,0,0,0,0,0,0,0,0,4.2
14,28,12,14_12,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
14,28,13,14_13,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
14,28,14,14_14,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,0,0,4.2
14,28,15,14_15,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,1,-0.3,3.9
14,28,16,14_16,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
14,28,17,14_17,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
14,28,18,14_18,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
14,28,19,14_19,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
14,28,20,14_20,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,1,0.2,4.4
14,28,21,14_21,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,1,-0.1,4.1
14,28,22,14_22,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,1,-0.1,4.1
14,28,23,14_23,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,1,0.1,4.3
14,28,24,14_24,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,0,0,4.2
14,29,01,14_01,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,29,02,14_02,panelist,low,NA,female,established,3.8,1,0,1,0,1,0,0,0,3.8
14,29,03,14_03,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,1,0.2,4
14,29,04,14_04,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,-0.2,3.6
14,29,05,14_05,reviewer,med,4.1,female,established,3.8,0,0,0,0,1,0,0,0,3.8
14,29,06,14_06,reviewer,high,3.4,female,established,3.8,0,1,0,0,1,0,0,0,3.8
14,29,07,14_07,panelist,none,NA,female,established,3.8,1,0,0,1,1,0,1,0.1,3.9
14,29,08,14_08,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,29,09,14_09,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,29,10,14_10,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,1,0.1,3.9
14,29,11,14_11,panelist,low,NA,female,established,3.8,1,0,1,0,1,0,1,0.1,3.9
14,29,12,14_12,panelist,none,NA,female,established,3.8,1,0,0,1,1,0,1,0.1,3.9
14,29,13,14_13,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,0.1,3.9
14,29,14,14_14,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,29,15,14_15,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,0,0,3.8
14,29,16,14_16,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,1,-0.4,3.4
14,29,17,14_17,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,-0.1,3.7
14,29,18,14_18,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,0,0,3.8
14,29,19,14_19,panelist,low,NA,female,established,3.8,1,0,1,0,1,0,0,0,3.8
14,29,20,14_20,reviewer,none,3.9,female,established,3.8,0,0,0,1,1,0,0,0,3.8
14,29,21,14_21,panelist,none,NA,female,established,3.8,1,0,0,1,1,0,1,0.1,3.9
14,29,22,14_22,panelist,med,NA,female,established,3.8,1,0,0,0,1,0,1,0.2,4
14,29,23,14_23,panelist,high,NA,female,established,3.8,1,1,0,0,1,0,0,0,3.8
14,29,24,14_24,panelist,low,NA,female,established,3.8,1,0,1,0,1,0,1,0.1,3.9
15,3,01,15_01,reviewer,med,4.2,female,established,4,0,0,0,0,1,0,1,-0.2,3.8
15,3,02,15_02,panelist,none,NA,female,established,4,1,0,0,1,1,0,1,-0.1,3.9
15,3,03,15_03,panelist,med,NA,female,established,4,1,0,0,0,1,0,0,0,4
15,3,04,15_04,panelist,high,NA,female,established,4,1,1,0,0,1,0,1,-0.1,3.9
15,3,05,15_05,panelist,med,NA,female,established,4,1,0,0,0,1,0,0,0,4
15,3,06,15_06,panelist,med,NA,female,established,4,1,0,0,0,1,0,1,-0.1,3.9
15,3,07,15_07,panelist,high,NA,female,established,4,1,1,0,0,1,0,0,0,4
15,3,08,15_08,panelist,med,NA,female,established,4,1,0,0,0,1,0,0,0,4
15,3,09,15_09,panelist,high,NA,female,established,4,1,1,0,0,1,0,0,0,4
15,3,10,15_10,panelist,low,NA,female,established,4,1,0,1,0,1,0,1,0.2,4.2
15,3,11,15_11,panelist,med,NA,female,established,4,1,0,0,0,1,0,0,0,4
15,3,12,15_12,panelist,med,NA,female,established,4,1,0,0,0,1,0,0,0,4
15,3,13,15_13,panelist,med,NA,female,established,4,1,0,0,0,1,0,1,0.2,4.2
15,3,14,15_14,panelist,none,NA,female,established,4,1,0,0,1,1,0,0,0,4
15,3,15,15_15,panelist,low,NA,female,established,4,1,0,1,0,1,0,0,0,4
15,3,16,15_16,panelist,none,NA,female,established,4,1,0,0,1,1,0,0,0,4
15,3,17,15_17,panelist,low,NA,female,established,4,1,0,1,0,1,0,1,-0.1,3.9
15,3,18,15_18,panelist,high,NA,female,established,4,1,1,0,0,1,0,1,-0.3,3.7
15,3,19,15_19,reviewer,high,3.8,female,established,4,0,1,0,0,1,0,0,0,4
15,3,20,15_20,panelist,med,NA,female,established,4,1,0,0,0,1,0,1,0.2,4.2
15,3,21,15_21,panelist,high,NA,female,established,4,1,1,0,0,1,0,1,0.1,4.1
15,3,22,15_22,reviewer,low,3.9,female,established,4,0,0,1,0,1,0,1,-0.2,3.8
15,3,23,15_23,panelist,med,NA,female,established,4,1,0,0,0,1,0,1,0.1,4.1
15,3,24,15_24,panelist,none,NA,female,established,4,1,0,0,1,1,0,1,0.2,4.2
15,4,01,15_01,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,0.2,3.9
15,4,02,15_02,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,1,-0.2,3.5
15,4,03,15_03,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,0,0,3.7
15,4,04,15_04,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,05,15_05,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,06,15_06,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,0,0,3.7
15,4,07,15_07,reviewer,low,3.5,male,established,3.7,0,0,1,0,0,0,0,0,3.7
15,4,08,15_08,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,09,15_09,reviewer,high,3.6,male,established,3.7,0,1,0,0,0,0,0,0,3.7
15,4,10,15_10,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,1,0.1,3.8
15,4,11,15_11,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,1,0.4,4.1
15,4,12,15_12,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,1,-0.1,3.6
15,4,13,15_13,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,0,0,3.7
15,4,14,15_14,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,1,-0.1,3.6
15,4,15,15_15,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,1,-0.2,3.5
15,4,16,15_16,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,-0.2,3.5
15,4,17,15_17,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,18,15_18,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,19,15_19,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,1,0.2,3.9
15,4,20,15_20,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,0,0,3.7
15,4,21,15_21,reviewer,high,4,male,established,3.7,0,1,0,0,0,0,0,0,3.7
15,4,22,15_22,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,23,15_23,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
15,4,24,15_24,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,0.2,3.9
15,5,01,15_01,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
15,5,02,15_02,panelist,low,NA,male,early,3.6,1,0,1,0,0,1,1,-0.1,3.5
15,5,03,15_03,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
15,5,04,15_04,panelist,low,NA,male,early,3.6,1,0,1,0,0,1,1,-0.3,3.3
15,5,05,15_05,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,0,0,3.6
15,5,06,15_06,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,1,0.1,3.7
15,5,07,15_07,reviewer,high,3.8,male,early,3.6,0,1,0,0,0,1,1,0.3,3.9
15,5,08,15_08,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
15,5,09,15_09,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,1,-0.3,3.3
15,5,10,15_10,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,0,0,3.6
15,5,11,15_11,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,0,0,3.6
15,5,12,15_12,reviewer,none,3.5,male,early,3.6,0,0,0,1,0,1,0,0,3.6
15,5,13,15_13,panelist,low,NA,male,early,3.6,1,0,1,0,0,1,0,0,3.6
15,5,14,15_14,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,0,0,3.6
15,5,15,15_15,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,1,0.1,3.7
15,5,16,15_16,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
15,5,17,15_17,panelist,low,NA,male,early,3.6,1,0,1,0,0,1,1,-0.3,3.3
15,5,18,15_18,reviewer,med,3.4,male,early,3.6,0,0,0,0,0,1,0,0,3.6
15,5,19,15_19,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,0,0,3.6
15,5,20,15_20,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
15,5,21,15_21,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,0,0,3.6
15,5,22,15_22,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
15,5,23,15_23,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,1,0.1,3.7
15,5,24,15_24,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,1,-0.1,3.5
15,6,01,15_01,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,0.1,4.2
15,6,02,15_02,panelist,high,NA,female,established,4.1,1,1,0,0,1,0,0,0,4.1
15,6,03,15_03,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,-0.2,3.9
15,6,04,15_04,reviewer,low,4.4,female,established,4.1,0,0,1,0,1,0,0,0,4.1
15,6,05,15_05,panelist,high,NA,female,established,4.1,1,1,0,0,1,0,0,0,4.1
15,6,06,15_06,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,1,-0.1,4
15,6,07,15_07,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,1,-0.1,4
15,6,08,15_08,reviewer,high,3.5,female,established,4.1,0,1,0,0,1,0,0,0,4.1
15,6,09,15_09,panelist,high,NA,female,established,4.1,1,1,0,0,1,0,1,-0.3,3.8
15,6,10,15_10,panelist,low,NA,female,established,4.1,1,0,1,0,1,0,1,0.2,4.3
15,6,11,15_11,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,0,0,4.1
15,6,12,15_12,panelist,low,NA,female,established,4.1,1,0,1,0,1,0,1,0.2,4.3
15,6,13,15_13,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,0.2,4.3
15,6,14,15_14,reviewer,med,4.4,female,established,4.1,0,0,0,0,1,0,1,-0.4,3.7
15,6,15,15_15,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,1,0.2,4.3
15,6,16,15_16,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,0,0,4.1
15,6,17,15_17,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,0.2,4.3
15,6,18,15_18,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,-0.2,3.9
15,6,19,15_19,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,1,0.4,4.5
