cmte,app,memno,cid,job,exp,init_score,top_bottom,consensus,any_bottom,rank_pct,discussed,panelist,exp_high,exp_low,exp_none,deviated,deviation,score
10,37,04,10_04,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.2
10,37,05,10_05,panelist,high,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.2
10,37,06,10_06,panelist,low,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,1,0,1,0.1,4.3
10,37,07,10_07,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,1,-0.3,3.9
10,37,08,10_08,panelist,high,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.2
10,37,09,10_09,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,1,0.1,4.3
10,37,10,10_10,reviewer,high,4,bottom,4.2,TRUE,0.8461538461538461,TRUE,0,1,0,0,1,-0.1,4.1
10,37,11,10_11,panelist,low,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,1,0,0,0,4.2
10,37,12,10_12,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.2
10,37,13,10_13,reviewer,low,4.3,top,4.2,TRUE,0.8461538461538461,TRUE,0,0,1,0,0,0,4.2
10,37,14,10_14,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,1,0.1,4.3
10,37,15,10_15,panelist,high,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.2
10,37,16,10_16,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.2
10,37,17,10_17,panelist,none,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,1,1,0.1,4.3
10,37,18,10_18,panelist,high,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.2
10,37,19,10_19,panelist,none,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,1,1,-0.1,4.1
10,37,20,10_20,panelist,none,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,1,1,-0.2,4
10,37,21,10_21,panelist,none,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,1,1,-0.2,4
10,37,22,10_22,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,1,0.3,4.5
10,37,23,10_23,reviewer,low,4.4,top,4.2,TRUE,0.8461538461538461,TRUE,0,0,1,0,0,0,4.2
10,37,24,10_24,panelist,med,NA,NA,4.2,TRUE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.2
10,39,01,10_01,panelist,low,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,1,0,0,0,4.1
10,39,02,10_02,panelist,none,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,1,1,-0.4,3.7
10,39,03,10_03,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,1,-0.2,3.9
10,39,04,10_04,panelist,high,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,1,0,0,0,0,4.1
10,39,05,10_05,panelist,high,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,1,0,0,1,-0.1,4
10,39,06,10_06,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,0,0,4.1
10,39,07,10_07,reviewer,high,4.2,bottom,4.1,TRUE,0.7435897435897436,TRUE,0,1,0,0,0,0,4.1
10,39,08,10_08,panelist,none,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,1,1,0.3,4.4
10,39,09,10_09,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,1,-0.1,4
10,39,10,10_10,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,0,0,4.1
10,39,11,10_11,panelist,low,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,1,0,1,0.1,4.2
10,39,12,10_12,panelist,high,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,1,0,0,0,0,4.1
10,39,13,10_13,panelist,none,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,1,1,-0.1,4
10,39,14,10_14,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,1,-0.1,4
10,39,15,10_15,panelist,low,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,1,0,1,-0.1,4
10,39,16,10_16,panelist,high,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,1,0,0,0,0,4.1
10,39,17,10_17,panelist,none,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,1,0,0,4.1
10,39,18,10_18,reviewer,med,4.1,top,4.1,TRUE,0.7435897435897436,TRUE,0,0,0,0,0,0,4.1
10,39,19,10_19,panelist,high,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,1,0,0,1,-0.2,3.9
10,39,20,10_20,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,0,0,4.1
10,39,21,10_21,panelist,low,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,1,0,0,0,4.1
10,39,22,10_22,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,1,0.1,4.2
10,39,23,10_23,reviewer,med,4.1,top,4.1,TRUE,0.7435897435897436,TRUE,0,0,0,0,0,0,4.1
10,39,24,10_24,panelist,med,NA,NA,4.1,TRUE,0.7435897435897436,TRUE,1,0,0,0,0,0,4.1
11,3,01,11_01,panelist,none,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,1,0,0,4.5
11,3,02,11_02,panelist,high,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,1,0,0,1,-0.1,4.4
11,3,03,11_03,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,0,0,4.5
11,3,04,11_04,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,1,-0.1,4.4
11,3,05,11_05,panelist,high,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,1,0,0,0,0,4.5
11,3,06,11_06,reviewer,high,4.4,top,4.5,FALSE,0.8974358974358975,TRUE,0,1,0,0,0,0,4.5
11,3,07,11_07,panelist,high,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,1,0,0,1,-0.2,4.3
11,3,08,11_08,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,0,0,4.5
11,3,09,11_09,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,1,-0.1,4.4
11,3,10,11_10,panelist,low,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,1,0,1,0.1,4.6
11,3,11,11_11,panelist,low,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,1,0,1,0.1,4.6
11,3,12,11_12,panelist,high,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,1,0,0,0,0,4.5
11,3,13,11_13,panelist,none,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,1,1,0.1,4.6
11,3,14,11_14,panelist,none,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,1,0,0,4.5
11,3,15,11_15,reviewer,med,4.7,top,4.5,FALSE,0.8974358974358975,TRUE,0,0,0,0,0,0,4.5
11,3,16,11_16,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,0,0,4.5
11,3,17,11_17,panelist,high,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,1,0,0,0,0,4.5
11,3,18,11_18,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,1,0.1,4.6
11,3,19,11_19,panelist,none,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,1,0,0,4.5
11,3,20,11_20,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,1,-0.1,4.4
11,3,21,11_21,reviewer,low,4.5,top,4.5,FALSE,0.8974358974358975,TRUE,0,0,1,0,1,-0.2,4.3
11,3,22,11_22,panelist,low,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,1,0,0,0,4.5
11,3,23,11_23,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,1,0.2,4.7
11,3,24,11_24,panelist,med,NA,NA,4.5,FALSE,0.8974358974358975,TRUE,1,0,0,0,0,0,4.5
11,6,01,11_01,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,-0.2,4.2
11,6,02,11_02,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,1,-0.2,4.2
11,6,03,11_03,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,6,04,11_04,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,0.2,4.6
11,6,05,11_05,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,1,-0.1,4.3
11,6,06,11_06,reviewer,med,4.2,top,4.4,FALSE,0.8461538461538461,TRUE,0,0,0,0,0,0,4.4
11,6,07,11_07,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,6,08,11_08,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,6,09,11_09,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,0,0,4.4
11,6,10,11_10,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,6,11,11_11,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,0.2,4.6
11,6,12,11_12,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,6,13,11_13,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,0.2,4.6
11,6,14,11_14,reviewer,none,4.7,top,4.4,FALSE,0.8461538461538461,TRUE,0,0,0,1,0,0,4.4
11,6,15,11_15,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,6,16,11_16,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,6,17,11_17,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,6,18,11_18,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,0,0,4.4
11,6,19,11_19,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,-0.4,4
11,6,20,11_20,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,0,0,4.4
11,6,21,11_21,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,6,22,11_22,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,0.2,4.6
11,6,23,11_23,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,6,24,11_24,reviewer,med,4.3,top,4.4,FALSE,0.8461538461538461,TRUE,0,0,0,0,0,0,4.4
11,8,01,11_01,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,02,11_02,reviewer,high,4.3,top,4.3,FALSE,0.7692307692307693,TRUE,0,1,0,0,0,0,4.3
11,8,03,11_03,panelist,low,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,1,0,1,-0.1,4.2
11,8,04,11_04,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,05,11_05,panelist,none,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,1,0,0,4.3
11,8,06,11_06,panelist,high,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,1,0,0,0,0,4.3
11,8,07,11_07,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,1,-0.1,4.2
11,8,08,11_08,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,1,0.1,4.4
11,8,09,11_09,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,10,11_10,panelist,high,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,1,0,0,1,0.1,4.4
11,8,11,11_11,panelist,high,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,1,0,0,1,0.1,4.4
11,8,12,11_12,panelist,high,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,1,0,0,0,0,4.3
11,8,13,11_13,panelist,high,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,1,0,0,0,0,4.3
11,8,14,11_14,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,15,11_15,reviewer,none,4.4,top,4.3,FALSE,0.7692307692307693,TRUE,0,0,0,1,0,0,4.3
11,8,16,11_16,panelist,low,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,1,0,0,0,4.3
11,8,17,11_17,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,18,11_18,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,19,11_19,reviewer,low,4.3,top,4.3,FALSE,0.7692307692307693,TRUE,0,0,1,0,0,0,4.3
11,8,20,11_20,panelist,none,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,1,0,0,4.3
11,8,21,11_21,panelist,none,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,1,0,0,4.3
11,8,22,11_22,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,1,0.1,4.4
11,8,23,11_23,panelist,med,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.3
11,8,24,11_24,panelist,low,NA,NA,4.3,FALSE,0.7692307692307693,TRUE,1,0,1,0,1,0.1,4.4
11,12,01,11_01,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,02,11_02,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,1,-0.2,4
11,12,03,11_03,panelist,none,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,1,1,-0.1,4.1
11,12,04,11_04,panelist,none,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,1,0,0,4.2
11,12,05,11_05,reviewer,low,4.4,top,4.2,TRUE,0.717948717948718,TRUE,0,0,1,0,0,0,4.2
11,12,06,11_06,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,07,11_07,panelist,high,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,1,0,0,1,-0.2,4
11,12,08,11_08,panelist,low,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,1,0,0,0,4.2
11,12,09,11_09,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,10,11_10,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,1,0.3,4.5
11,12,11,11_11,panelist,none,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,1,0,0,4.2
11,12,12,11_12,reviewer,none,4,top,4.2,TRUE,0.717948717948718,TRUE,0,0,0,1,0,0,4.2
11,12,13,11_13,panelist,high,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,1,0,0,1,0.3,4.5
11,12,14,11_14,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,15,11_15,panelist,high,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,1,0,0,0,0,4.2
11,12,16,11_16,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,17,11_17,panelist,high,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,1,0,0,1,0.1,4.3
11,12,18,11_18,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,19,11_19,reviewer,high,4.1,bottom,4.2,TRUE,0.717948717948718,TRUE,0,1,0,0,0,0,4.2
11,12,20,11_20,panelist,low,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,1,0,0,0,4.2
11,12,21,11_21,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,1,0.1,4.3
11,12,22,11_22,panelist,med,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,0,0,0,0,4.2
11,12,23,11_23,panelist,high,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,1,0,0,0,0,4.2
11,12,24,11_24,panelist,low,NA,NA,4.2,TRUE,0.717948717948718,TRUE,1,0,1,0,0,0,4.2
11,14,01,11_01,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,14,02,11_02,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,0,0,4.4
11,14,03,11_03,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,14,04,11_04,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,14,05,11_05,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,0,0,4.4
11,14,06,11_06,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,0,0,4.4
11,14,07,11_07,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,14,08,11_08,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,0,0,4.4
11,14,09,11_09,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,14,10,11_10,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,0.3,4.7
11,14,11,11_11,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,0.2,4.6
11,14,12,11_12,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,-0.1,4.3
11,14,13,11_13,reviewer,med,4.3,top,4.4,FALSE,0.8461538461538461,TRUE,0,0,0,0,0,0,4.4
11,14,14,11_14,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,-0.1,4.3
11,14,15,11_15,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,14,16,11_16,panelist,none,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,1,0,0,4.4
11,14,17,11_17,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,14,18,11_18,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,-0.2,4.2
11,14,19,11_19,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,14,20,11_20,reviewer,high,4.5,top,4.4,FALSE,0.8461538461538461,TRUE,0,1,0,0,0,0,4.4
11,14,21,11_21,panelist,high,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.4
11,14,22,11_22,panelist,low,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,0.1,4.5
11,14,23,11_23,panelist,med,NA,NA,4.4,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.4
11,14,24,11_24,reviewer,low,4.5,top,4.4,FALSE,0.8461538461538461,TRUE,0,0,1,0,0,0,4.4
11,15,01,11_01,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,0,0,4.1
11,15,02,11_02,panelist,high,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,1,0,0,1,-0.2,3.9
11,15,03,11_03,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,1,-0.1,4
11,15,04,11_04,panelist,none,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,1,0,0,4.1
11,15,05,11_05,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,0,0,4.1
11,15,06,11_06,panelist,none,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,1,1,0.2,4.3
11,15,07,11_07,panelist,high,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,1,0,0,1,-0.1,4
11,15,08,11_08,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,0,0,4.1
11,15,09,11_09,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,1,-0.1,4
11,15,10,11_10,panelist,high,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,1,0,0,1,0.4,4.5
11,15,11,11_11,panelist,high,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,1,0,0,1,0.2,4.3
11,15,12,11_12,panelist,none,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,1,1,0.1,4.2
11,15,13,11_13,reviewer,med,4.1,bottom,4.1,TRUE,0.6410256410256411,TRUE,0,0,0,0,1,0.4,4.5
11,15,14,11_14,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,0,0,4.1
11,15,15,11_15,panelist,low,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,1,0,0,0,4.1
11,15,16,11_16,panelist,high,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,1,0,0,0,0,4.1
11,15,17,11_17,panelist,high,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,1,0,0,0,0,4.1
11,15,18,11_18,panelist,none,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,1,1,0.1,4.2
11,15,19,11_19,reviewer,low,4.1,bottom,4.1,TRUE,0.6410256410256411,TRUE,0,0,1,0,0,0,4.1
11,15,20,11_20,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,1,0.1,4.2
11,15,21,11_21,panelist,low,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,1,0,0,0,4.1
11,15,22,11_22,panelist,med,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,0,0,0,0,4.1
11,15,23,11_23,panelist,low,NA,NA,4.1,TRUE,0.6410256410256411,TRUE,1,0,1,0,0,0,4.1
11,15,24,11_24,reviewer,med,4.2,top,4.1,TRUE,0.6410256410256411,TRUE,0,0,0,0,1,0.2,4.3
11,18,01,11_01,reviewer,med,4.6,top,4.7,FALSE,0.9487179487179487,TRUE,0,0,0,0,1,-0.3,4.4
11,18,02,11_02,panelist,none,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,1,1,-0.1,4.6
11,18,03,11_03,panelist,high,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,1,0,0,1,0.1,4.8
11,18,04,11_04,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.7
11,18,05,11_05,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,0.1,4.8
11,18,06,11_06,panelist,low,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,1,0,0,0,4.7
11,18,07,11_07,reviewer,high,4.7,top,4.7,FALSE,0.9487179487179487,TRUE,0,1,0,0,0,0,4.7
11,18,08,11_08,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,0.4,4.9
11,18,09,11_09,panelist,none,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,1,1,-0.1,4.6
11,18,10,11_10,panelist,none,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,1,0,0,4.7
11,18,11,11_11,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,0.1,4.8
11,18,12,11_12,panelist,high,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,1,0,0,0,0,4.7
11,18,13,11_13,reviewer,high,4.7,top,4.7,FALSE,0.9487179487179487,TRUE,0,1,0,0,1,0.3,4.9
11,18,14,11_14,panelist,high,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,1,0,0,0,0,4.7
11,18,15,11_15,panelist,none,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,1,0,0,4.7
11,18,16,11_16,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,-0.1,4.6
11,18,17,11_17,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.7
11,18,18,11_18,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.7
11,18,19,11_19,panelist,low,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,1,0,0,0,4.7
11,18,20,11_20,panelist,low,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,1,0,0,0,4.7
11,18,21,11_21,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,-0.3,4.4
11,18,22,11_22,panelist,high,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,1,0,0,1,0.1,4.8
11,18,23,11_23,panelist,low,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,1,0,1,0.2,4.9
11,18,24,11_24,panelist,med,NA,NA,4.7,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,-0.1,4.6
11,20,01,11_01,panelist,med,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,0,0,0,1,-0.2,3.8
11,20,02,11_02,panelist,none,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,0,0,1,1,-0.1,3.9
11,20,03,11_03,reviewer,none,4,top,4,FALSE,0.41025641025641024,TRUE,0,0,0,1,0,0,4
11,20,04,11_04,panelist,high,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,1,0,0,0,0,4
11,20,05,11_05,panelist,low,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,0,1,0,1,-0.1,3.9
11,20,06,11_06,panelist,med,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,0,0,0,0,0,4
11,20,07,11_07,panelist,high,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,1,0,0,1,-0.1,3.9
11,20,08,11_08,panelist,med,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,0,0,0,0,0,4
11,20,09,11_09,panelist,med,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,0,0,0,0,0,4
11,20,10,11_10,reviewer,low,4.1,top,4,FALSE,0.41025641025641024,TRUE,0,0,1,0,0,0,4
11,20,11,11_11,panelist,high,NA,NA,4,FALSE,0.41025641025641024,TRUE,1,1,0,0,1,0.1,4.1
11,20,12,11_12,reviewer,med,4,top,4,FALSE,0.41025641025641024,TRUE,0,0,0,0,1,-0.2,3.8
